id,program_name,program_url,source_file
a21ec1c8-16be-4515-b452-c15a55b59607,加州理工学院材料科学理学硕士,https://ms.caltech.edu/academics/grad/ms,材料.json
6ea14314-4b75-4c61-a6e0-09c92d38305e,诺丁汉大学中/英笔译与口译文学硕士,https://www.nottingham.ac.uk/pgstudy/course/taught/chinese-english-translation-and-interpreting-ma,语言.json
ec1f2814-42b6-4bdf-aa73-33eb76342a96,卡迪夫大学广播新闻学文学硕士,https://www.cardiff.ac.uk/study/postgraduate/taught/courses/course/broadcast-journalism-ma,新闻.json
429903b1-df77-4d8a-83a2-fad0aaa87294,莫纳什大学职业与环境卫生硕士,https://www.monash.edu/study/courses/find-a-course/occupational-and-environmental-health-m6026?international=true,医学.json
8e6453b2-1bc8-4d08-8a42-6198bd9bc447,埃克塞特大学医疗保健领导与管理理学硕士,https://www.exeter.ac.uk/study/postgraduate/courses/medicine/healthcare-leadership-management-msc/,公共卫生.json
