program_name_en,category,program_id,university
MSc Computer Science (Cyber Security) with Placement,计算机,4808cc2d-0de9-481f-9c8f-323725d45b61,University of Kent
MSc Cyber Security with Placement,计算机,2de499ec-84ae-4747-a1f1-20096141a895,University of Kent
MSc Computer Science,计算机,ffffa092-73ec-4793-95fb-938a0d4aedb2,University of Dundee
MSc Advanced Computer Science,计算机,ffd79c70-3790-4b92-ba92-aa256afc744d,University of Dundee
MSc Advanced Computer Science with International Business,计算机,e1d6c190-1322-4eca-b5c6-45d332707417,University of Dundee
MSc Computer Games,计算机,d68996ed-8de4-4924-867b-7cdbef0631d3,University of Essex
MSc Financial Technology (Computer Science),计算机,dca9a859-43d7-4896-8fd4-82893a238469,University of Essex
MSc Artificial Intelligence,计算机,21948ba9-10eb-462d-8160-d3780cf06b2d,University of Essex
MSc Computer Engineering,计算机,5751019c-8b9a-45cf-8325-1cf70476f774,University of Essex
MSc Applications of Artificial Intelligence,计算机,d7087e53-fcfc-444c-881a-c5eab38ef9f7,University of Essex
MSc Advanced Computer Science,计算机,e6d6d1d6-79cb-4c7c-abf0-72016a39b624,University of Essex
MSc Computer Networks and Security,计算机,ea6164d6-e2c7-4168-9e21-7bbee88c71bc,University of Essex
MSc Intelligent Systems and Robotics,计算机,19bfd61d-517a-4036-91ee-6bda5d52f9be,University of Essex
MSc Data Science and Analytics,计算机,4017a9e2-293f-460c-a5f0-462ad05e78ca,"Royal Holloway, University of London"
MSc Machine Learning,计算机,f758f755-d910-4166-bb3c-6124f884f6ec,"Royal Holloway, University of London"
MSc Information Security,计算机,bd60889a-51ae-47a2-8a1b-c1b4ef96ffba,"Royal Holloway, University of London"
MSc Machine Learning with a Year in Industry,计算机,bf6cacad-5943-46fd-9c52-97e4a6d4d31c,"Royal Holloway, University of London"
MSc Information Security with a Year in Industry,计算机,0ef09f0e-556a-413b-b1c6-7c22bfd8da8b,"Royal Holloway, University of London"
MSc Artificial Intelligence,计算机,3c90d60c-d6a5-4d19-85fb-0262f7392692,"Royal Holloway, University of London"
MSc Artificial Intelligence with a Year in Industry,计算机,593c50c0-d8c5-4098-bcef-35b84091a12a,"Royal Holloway, University of London"
MSc Applied Computing,计算机,d0292173-a28d-4e11-8eaf-7fa5affa1612,University of Buckingham
MSc Innovative Computing,计算机,e04c1b5a-0253-430e-b61b-8e0795c4b9d0,University of Buckingham
MSc Security by Design,计算机,8fd961b7-a835-4011-92f7-201fbd8b92d6,Singapore University of Technology and Design
MSc Big Data and Internet of Things,计算机,161e24b6-a73f-4aeb-b89e-da105a6d3f07,Macao Polytechnic University
MSc in Data Analytics & Artificial Intelligence,计算机,66cccf9e-5754-4598-9bb7-a91ac09e0df5,EDHEC Business School
Master in Computer science,计算机,6ed08770-9bea-4730-b801-e0bf4e54a911,Université Libre de Bruxelles
MSc Artificial Intelligence and Educational Technology,计算机,6b673bab-96cc-402a-8beb-d428f5601430,The Education University of Hong Kong
MSc Artificial Intelligence,计算机,63c79a40-3c7c-427d-9c84-9e5fbcb3dbaa,"City, University of London"
MSc Computer Games Technology with VR,计算机,d6811fca-0393-4bf4-b842-4eabb1f83977,"City, University of London"
MSc Cyber Security,计算机,d486dde5-78a0-4e8a-9fb1-ed716e658653,"City, University of London"
MSc Human-Computer Interaction Design,计算机,2d82a2dc-efa0-40c7-84a2-a38d62d48790,"City, University of London"
MSc Software Engineering with Cloud Computing,计算机,a5a96699-379f-49be-904f-2101656db630,"City, University of London"
MSc Computational Cognitive Neuroscience,计算机,a74e9803-16ac-41f3-b353-7cd02e37e450,"Goldsmiths, University of London"
MA Games and Playful Design,计算机,d2a93cad-2d5a-4993-8d44-80aea6baec52,"Goldsmiths, University of London"
MA/MSc Virtual & Augmented Reality,计算机,52a2a26f-c237-4f4a-b1d3-912db1e1d1a0,"Goldsmiths, University of London"
MSc Computer Games Programming,计算机,e4f54035-c075-42c1-81e6-24a5b7ec7073,"Goldsmiths, University of London"
MSc User Experience Engineering,计算机,59dd4476-4d30-4c47-9926-cb7817a0e16e,"Goldsmiths, University of London"
MSc Cyber Security and Forensics,计算机,2bc122da-60f7-4a65-ad07-649e2a5a638c,University of Westminster
MSc Computer Science,计算机,50e33540-15cd-484c-a6c3-04495e0929e2,Coventry University
MSc Cyber Security,计算机,6151c76d-9a5a-491a-9d1e-1dc609491156,Coventry University
MSc Software Development,计算机,c23d46ec-e612-4afb-844e-5f71dfdbec57,Coventry University
"MSc Control, Automation and Artificial Intelligence",计算机,73231041-4af6-4bf7-bb12-e4231c23a836,Coventry University
MSc Applied Artificial Intelligence,计算机,f97a7dce-4914-45a0-a58d-16af77d09302,Cranfield University
MSc Autonomous Vehicle Dynamics and Control,计算机,1c543ebf-8daa-4294-8f54-5ac2ff0fd741,Cranfield University
MSc Computational and Software Techniques in Engineering (Digital Engineering Design),计算机,0dc4081b-a162-4cb5-94e5-cd3b0b961ab7,Cranfield University
MSc Computational and Software Techniques in Engineering (Computer and Machine Vision),计算机,43d4301b-0195-4e2e-931b-70cfd5a70afa,Cranfield University
MSc Computational and Software Techniques in Engineering (Software Engineering for Technical Computing),计算机,d0763df9-b4dc-43f3-8985-f39a7e94c265,Cranfield University
MSc Computational and Software Techniques in Engineering (Computational Intelligence for Data Analytics),计算机,e88ab0b1-889b-49be-9b4f-ee3f8ee30950,Cranfield University
MSc Robotics,计算机,95b6eff8-3364-413d-a64b-abb12b79b418,Cranfield University
MSc Cyber Defence and Information Assurance,计算机,6f1dfac4-e262-4dae-b1d6-5ffc1db9c856,Cranfield University
MSc Defence Simulation and Modelling,计算机,2995d925-409f-4826-a0f9-ff53e7ca85e5,Cranfield University
MSc Artificial Intelligence and Human Factors,计算机,c5587c86-f15f-43d2-819d-8c2401ceca8f,Coventry University
MS in Computer Science,计算机,d5797fc0-ced9-4cff-828e-1aa81225544f,Worcester Polytechnic Institute
MS in Computer Science,计算机,59799bcb-39a7-4a86-bc03-a2f7cc45baef,University of Texas-Dallas
MS in Computer Science,计算机,3aa56212-fce4-473c-97ed-de181a7dfd08,Stevens Institute of Technology
MS in Computer Science,计算机,d1697ea6-291a-465c-9d1f-44ff4166e7c6,Syracuse University
MS in Computer Science,计算机,592d3edd-3e1f-4c0e-98e1-de889c3dec21,Brandeis University
MS in Computer Science,计算机,21d84c0a-ab53-41c9-a8e9-666d27630df3,William & Mary
MS in Computer Science,计算机,861f1ccf-1209-45a5-bb72-9a67f29447c4,Rensselaer Polytechnic Institute
MSc Software Engineering (Conversion),计算机,55130ee9-f333-44c8-ba6d-1c1d6fdf9864,University of Westminster
MS in Computer Science,计算机,993dcb81-7aa6-4940-9332-737f558ae2ce,Wake Forest University
MS in Computer Science with specialization in COR,计算机,ec6f1e13-7d27-49b3-8315-fc6f576273b8,William & Mary
"MS in Computer Science, Computational Science Specialization",计算机,9a08ac5a-8504-4a6f-8603-114be2e98fd7,William & Mary
MA in Computational Linguistics,计算机,af6577e6-4219-4109-9ec3-699c96c95902,Tulane University
MS in Computational Linguistics,计算机,c8179944-9223-480f-b6f0-6341ff759fb5,Brandeis University
MS in Artifical Intelligence,计算机,b29d2b93-4cde-47c9-b3ae-033cf02e39a5,University of Georgia
Master's Program in Computer Science,计算机,52aef155-29c6-4f71-90f2-4e701e9f8d44,Tulane University
MEng in Computer Engineering,计算机,9a1d5954-bce8-49a4-b92c-6a656ab78613,Lehigh University
MS in Computer Engineering,计算机,279bc381-e664-45f6-80e4-078321fbf21e,Lehigh University
MEng in Computer Science,计算机,9f1dba83-3a16-4ad6-a6e3-82ed6a0fc1e6,Lehigh University
MS in Robotics,计算机,5864c704-ffb4-4278-99f4-ef8547f86b71,University of Minnesota-Twin Cities
MS in Cybersecurity,计算机,17c58d02-d45a-4536-b9ae-33f9fae04862,Syracuse University
MS in Computer Science and Engineering,计算机,c69d9d88-618d-47aa-aed2-74626e829e29,University of Connecticut
MS in Artificial Intelligence,计算机,9e89400e-537b-4d9a-b5a9-b6d6ef887115,Yeshiva University
MS in Computer Science,计算机,67b58cdf-a172-4789-90a5-8afa4ac13571,Clemson University
Master of Applied Computing,计算机,fa25c2cd-e298-4fec-bb01-653fb016f460,Clemson University
MS in Machine Learning,计算机,da8a6cd2-9aba-4b35-a5ef-6ad63e012f63,Stevens Institute of Technology
MEng in Robotics,计算机,7bddd0ca-bb12-40ce-b331-325890726c5e,Stevens Institute of Technology
Master of Science in Computer Science,计算机,59b4eeb9-5ec0-4c37-9c20-7887ccd7be0b,San Jose State University
Master of Science in Computer Science,计算机,69c92c0c-f8fb-4e16-9237-f6be2320ec12,University of San Francisco
MS in Information Technology,计算机,a49dbbd5-d53e-4c7f-ab43-68ec236ffd2e,Rensselaer Polytechnic Institute
MS in Computer Science,计算机,232b763f-15c3-4e42-8a53-4e5e4638f9bc,Rutgers University-New Brunswick
MS in Computer Science,计算机,7ed9ac02-a9b0-4cd3-823a-1ffc9eda836c,University of Minnesota-Twin Cities
MS in Computer Engineering,计算机,7d245b4f-6809-4329-b36c-d4a6b92b584e,Syracuse University
Master of Computer Science,计算机,eaa604c5-8dcd-4bdd-91c7-d47cf7f58fc3,Worcester Polytechnic Institute
MS in Information Technology,计算机,ff1f362e-9e07-4ae2-ad30-1da736ade5b7,Worcester Polytechnic Institute
Master's in Cybersecurity,计算机,0a0edd6b-9a0e-4d72-9723-82a1c032dcbb,Worcester Polytechnic Institute
MS in Computer Engineering,计算机,13ae932e-5558-4833-bf14-f4bcb6a21575,Southern Methodist University
MS in Computer Science,计算机,07199bc5-d4cf-4033-8a9c-5d1e8f22aaff,Southern Methodist University
MS in Information Technology,计算机,c679beae-d330-4704-b08c-0bdb8c01d88c,Fordham University
MS in Computer Science,计算机,d0067772-2185-4272-81f4-49c41fd7a52d,Fordham University
MS in Cybersecurity,计算机,e75fba69-8f7b-4f6f-8e17-554dd6028ce9,Fordham University
MS in Cybersecurity,计算机,a6f9ff87-7b5b-4b1a-bec0-37d9fa951fbc,Southern Methodist University
MS in Computer Science,计算机,5345b4aa-ed54-46d0-bb3d-a05446a60c26,American University
MS in Electrical and Computer Engineering,计算机,f5c9f877-b824-4f8d-8e14-a1863cd2d190,Clemson University
MS in Computer Science,计算机,42c7eb6e-60a4-4db1-8caa-daa8a2e31ff5,Baylor University
Master's Program in Computer Engineering,计算机,5f42e9a6-1d5d-4d70-b3f1-3a88d2408483,Stevens Institute of Technology
MS in Cybersecurity,计算机,50d7728b-e38c-4011-a19a-621e5020b641,Stevens Institute of Technology
MS in Computer Science,计算机,3a2c8877-0a0e-4de6-8ddd-7d31a66ed258,Brigham Young University-Provo
MS in IT & Cybersecurity,计算机,4ca5db39-0bb1-4a08-b08d-d2c1ac2028e6,Brigham Young University-Provo
Master of Computing,计算机,bfe28306-0b20-4a88-9db9-f8ed8342a559,Hong Kong Metropolitan University
Master of Computer Science,计算机,09b5be71-99c7-481d-85f3-98581ef75370,City University of Macau
MSc Technology and Design (Cybersecurity),计算机,cd01f240-ad48-4d5b-9b39-90b5a6a47290,Singapore University of Technology and Design
MSc Technology and Design (HealthTech Innovation),计算机,b3b04d85-6d96-401a-9189-163db7348938,Singapore University of Technology and Design
"MSc Technology and Design (IC Design, Failure Analysis and Reliability)",计算机,a7175a04-bb21-434e-92a2-9df145abfcf9,Singapore University of Technology and Design
MA Artificial Intelligence and the Future,计算机,2f34dddf-50db-44b8-97cf-5102449f7c12,Lingnan University
MSc Cross-disciplinary Technologies+,计算机,daf9d5a1-fa92-4374-abce-a65c1ea8dd16,Lingnan University
MSc Artificial Intelligence for Executive Professionals,计算机,cd5d051a-d5e4-401b-a72d-d88f5a8474a4,The Education University of Hong Kong
MSc Game Development and Management,计算机,7e0b1c81-f1fe-4781-b004-249d25051bf8,Hong Kong Shue Yan University
Master of Artificial Intelligence,计算机,5ce74147-7a4f-4e41-9a0c-a5eaf4d409c2,Monash University Malaysia
MSc Digital Innovation and Technology Management,计算机,5cd75e25-aeee-45db-9630-ecbb62432586,The Hang Seng University of Hong Kong
MSc Design and Artificial Intelligence for Enterprise,计算机,899a96fd-dc4e-4d2e-9b45-b7045e821b67,Singapore University of Technology and Design
MS in Applied Human Centered Artificial Intelligence,计算机,d97e3d29-d28e-49e0-b25c-7c304ebcd8da,Syracuse University
MSc Optics and Photonics,物理,84963bab-5655-4ca8-b12e-35bc6e281b8c,Imperial College London
MSc Physics,物理,5ad74f98-2834-4c2b-9e25-a28909323a84,Imperial College London
MSc Quantum Fields and Fundamental Forces,物理,945f920a-eadb-4819-b66d-6478f95490fc,Imperial College London
MSc Security and Resilience: Science and Technology,物理,c217c419-7590-4f4d-af15-e2afa449baad,Imperial College London
MSc Physics with Extended Research,物理,88926738-2f32-4d7b-8bb5-1a985765da73,Imperial College London
MSc Physics with Quantum Dynamics,物理,cdcb2967-fa54-4e25-ac6d-f06f290c79f9,Imperial College London
MSt Philosophy of Physics,物理,43901f8f-bc36-48d8-aba4-415c9f5a9464,University of Oxford
MSc Quantum Technologies,物理,dba3abb6-8d8d-4860-84c8-57f4e47ed4e5,University of Oxford
MASt Astrophysics,物理,f1d0817e-9607-4c89-9b44-476f137e2ffa,University of Cambridge
MASt Physics,物理,ed1464d0-c914-4106-b2c9-ff53e3467226,University of Cambridge
MASt Mathematics (Theoretical Physics),物理,569bbba0-1a59-403d-9066-4626e8a20db6,University of Cambridge
MPhil Planetary Science and Life in the Universe,物理,f4bab311-6ebf-4815-891b-827c45f2e01b,University of Cambridge
MSc High Energy Physics,物理,77eee471-bd23-4a8d-b7a5-f68c4b2b9ca3,Swiss Federal Institute of Technology Zurich
MSc Interdisciplinary Sciences,物理,bc9d6b4c-d4b6-4fab-ba22-60ce99461efa,Swiss Federal Institute of Technology Zurich
MSc Physics,物理,f3bcc047-1911-439e-b5f6-e7491c69a7d9,Swiss Federal Institute of Technology Zurich
MSc Applied Geophysics,物理,15c66de4-83d6-4b8c-8bee-1cc5b5f199bc,Swiss Federal Institute of Technology Zurich
MSc Physics,物理,c6a0322c-87b9-46ed-a872-3124fb481b6c,National University of Singapore
MSc Physics for Technology,物理,2ea673d5-c4d6-45d2-94df-a886534594f4,National University of Singapore
MSc Astrophysics,物理,3ae90984-da8a-40b7-bf42-21dabb492ed2,University College London
MSc Physics,物理,e080cd33-18ca-433c-a92e-ea6ce85626d6,University College London
MSc Planetary Science,物理,22a526f9-0ad2-497d-8d67-fc2a898e3f8c,University College London
MSc Quantum Technologies,物理,ebe5518a-fda2-487c-b147-b5fbeffaa372,University College London
MSc Advanced Propulsion,物理,67ce10a7-5e79-4b57-904d-5b0b456ef940,University College London
MSc Digital Manufacturing of Advanced Materials,物理,05259fcb-3320-4c29-a7b1-fe322c1dbf5b,University College London
MSc Physics,物理,8f087784-a224-49b6-82a5-343536bb0c04,The University of Hong Kong
MSc Precision Scientific Instrumentation,物理,309ccd18-5e19-447f-9067-7a2a3a52c936,Nanyang Technological University
MEng in Engineering Physics,物理,c868c652-0d7a-4fcd-bbf8-f95bbe453abe,Cornell University
MSc Physics,物理,03f06047-31d9-4c16-a6e0-2292dcb480e9,The University of Melbourne
Master of Physical Oceanography,物理,41abbfef-44ff-453e-9126-54e9c8647152,The University of New South Wales
M.Sc. Physics (Applied and Engineering Physics),物理,d535c9d5-f375-4fa5-b5b0-a2a9bb4ac4fb,Technical University of Munich
M.Sc. Quantum Science & Technology,物理,745fbb10-0b52-4681-9bc3-4df91b82e351,Technical University of Munich
Master in Physics,物理,0a0762ac-503e-4bbb-af43-bc6dc600e7a3,Swiss federal Institute of Technology in Lausa
Master of Medical Physics,物理,668a1745-e1bc-4dd8-9990-c2c05b123f54,The University of Sydney
MSc Physics,物理,a943d6fb-a774-411b-b528-01ce3b820b4c,King's College London
MSc Theoretical Physics,物理,c9b74eff-80cb-45d1-ae31-49526d73a902,King's College London
MSc Physics,物理,d5e8072d-1481-4d40-9c05-50859406fb4d,The Chinese University of Hong Kong
MSc (Advanced) Astronomy and Astrophysics,物理,29777a2a-943f-475c-a8c3-d15dcbda930f,Australian National University
MSc (Advanced) Theoretical Physics,物理,33da64d9-edd5-4443-b9a9-192689513799,Australian National University
MSc Theoretical Physics,物理,469ede4e-38d6-46bb-9dcb-d813bf6052f7,Australian National University
MSc Astronomy & Astrophysics,物理,f3e1a82a-d0f8-4142-9274-27b5814b9420,Australian National University
MSc (Advanced) Nuclear Science,物理,91157585-33ed-4dfb-abc1-e46cfaad5988,Australian National University
MSc (Advanced) Precision Instrumentation and Measurement,物理,0af74df9-7287-4ec5-837b-10619c58a59d,Australian National University
MSc (Advanced) Quantum Technology,物理,33e50920-0e43-4aa6-9781-908e222b5b21,Australian National University
MSc Precision Instrumentation and Measurement,物理,3fdc39ed-da63-46a1-af0f-32ba435257a3,Australian National University
MSc Quantum Technology,物理,c20fdb0e-000f-4049-a128-23c034cbab2b,Australian National University
MSc Mathematical Physics,物理,46f3d086-3f1b-4bcc-9ed9-220cb74a1b0c,The University of Edinburgh
MSc Theoretical Physics,物理,c3904456-f833-4909-9fae-b3d0b83c390d,The University of Edinburgh
MSc Particle & Nuclear Physics,物理,24a7669a-9f6d-4c2d-9ec3-ef394abfffff,The University of Edinburgh
MSc Astrobiology and Planetary Sciences,物理,49176d79-761e-4de0-a578-93cd47e99746,The University of Edinburgh
MSc Nuclear Science and Technology,物理,4897e467-bd93-478d-9d2f-e33419f149dd,The University of Manchester
Master of Science,物理,404d6d9c-6022-4eb7-a63d-87ec63daa523,Monash University
M.S. in Applied Physics and Applied Mathematics,物理,652c1d16-95df-49dd-9b35-7a8eb1bf5cb7,Columbia University
Master of Quantum Technology,物理,9128a4ce-8601-432f-a79c-7f118eb7eb46,The University of Queensland
MSc Physics,物理,4af1d594-aafb-4521-8ba5-41c471827614,The Hong Kong University of Science and Technology
MSc Applied Physics - Physics for Energy and Climate,物理,be77796c-74da-4488-a8e7-605634cedcbe,Delft University of Technology
MSc Applied Physics - Physics for Fluids Engineering,物理,7e454f45-8ab2-4d2b-adec-825c75257186,Delft University of Technology
MSc Applied Physics - Physics for Health and Life,物理,2db720c5-90ef-4e5f-aa11-05e43338d382,Delft University of Technology
MSc Applied Physics - Physics for Instrumentation,物理,52b95c20-c895-47ad-a0ea-00c0d4644df5,Delft University of Technology
MSc Applied Physics - Quantum Devices and Quantum Computing,物理,8435576e-e49a-4902-b2d9-d45d8e00824c,Delft University of Technology
MSc Physics and Astronomy (joint degree UvA/VU),物理,138ad180-91f7-4a80-aa9c-dccec7ead8fd,University of Amsterdam
MS in Physics,物理,24a13017-be23-4386-9e85-b0d478104832,New York University
Master of Science in Astrophysics,物理,be7135b0-c8b3-45ba-b7f6-ff5272d317de,University of Munich
Master of Science in Meteorology,物理,4b8a6675-49df-4375-8102-8dfe1b661c9e,University of Munich
Master of Science in Physics,物理,1aa5127a-67a1-4890-9cd6-cfdacd2ed08d,University of Munich
Master of Science in Applied Physics,物理,04543a1f-5218-4ec5-9ed1-7d77d9f22973,University of Malaya
Master of Applied Sciences (Nanotechnology),物理,793cfee8-a6ab-42e1-b0e2-e212d4160b01,University of Malaya
Master of Physics,物理,890808da-9cc8-4719-a220-268521d135ca,Katholieke Universiteit Leuven
Master of Astronomy and Astrophysics,物理,86d03c4b-5ac2-478f-89f2-3da2be182cb1,Katholieke Universiteit Leuven
MSc Physics with Data Modelling and Quantum Technologies,物理,8290a62a-ba7f-4436-bf3a-bd2fabee8f97,City University of Hong Kong
MSc in Physics,物理,1c424f31-1b9c-4e71-97c3-8f982f0c3e97,Brown University
MSc Physics and Technology of Nuclear Reactors,物理,052d183b-674d-4bf3-9445-48cce850de21,University of Birmingham
MSc Space Engineering,物理,27e834c9-32c2-45b0-bbe0-e375bdd3ac36,University of Birmingham
Master of Physics,物理,d7651a71-25cc-4c6b-9aab-d8d301ee8022,The University of Western Australia
MSc Astrophysics,物理,5e0d99ff-14e8-40e1-81a0-74cd78847058,University of Glasgow
MSc Nuclear & Environmental Physics,物理,8bd88481-b075-4300-89af-d9377837473f,University of Glasgow
MSc Theoretical Physics,物理,71c6241c-cbbc-4fbf-9fbd-2b1a76e4ba5e,University of Glasgow
MSc Quantum Technology,物理,4cac26c4-eca5-4e9a-9662-62e8a741b555,University of Glasgow
MSc Advanced Imaging & Sensing,物理,b3895af0-ba2f-4344-a23c-209ad3c8ec3b,University of Glasgow
Master of Science in Physics(fast track),物理,96e47383-069c-4176-a355-9b6bb51fa7c8,Heidelberg University
Master of Science in Medical Radiation Physics,物理,acda7f23-a67b-4e83-9e2b-db34b042983e,The University of Adelaide
MSc Physics,物理,1a917cd4-d0ab-4cef-b3f8-a28ce4223116,University of Leeds
MSc Astrophysics,物理,3fd7b777-0c48-4fb7-a38c-564da599a889,University of Leeds
MSc Acoustical and Vibration Engineering,物理,01980573-6b17-45a5-9f74-323a11d2ce57,University of Southampton
MSc Aerodynamics and Computation,物理,df150117-4509-4753-880c-fc6e567ba88a,University of Southampton
MSc Astrophysics,物理,4d0145a8-237d-4050-babb-b04513ff5a21,The University of Sheffield
MSc Physics,物理,d44e9f28-9717-4949-9ee6-5a7fb529da6a,The University of Sheffield
"MSc Gravity, Particles and Fields",物理,9a2a454d-c466-4f74-bad7-c621205865e0,University of Nottingham
MSc Quantum Science and Technology,物理,987d2129-6a25-4f13-b38b-76ca17ae9a9a,University of Nottingham
MSc UZH in Theoretical Astrophysics and Cosmology,物理,1704c28e-fe83-4420-a271-bd718726e7a7,University of Zurich
MSc UZH in Physics,物理,ad962637-2510-47ff-820f-8c11c3463857,University of Zurich
MSc Climate Physics,物理,358edaa9-98b3-41a2-8b15-649626c05644,Utrecht University
MSc Experimental Physics,物理,faa5938e-dbf6-4ab4-860b-061aa3ea2da4,Utrecht University
MSc Theoretical Physics,物理,2f06d856-e821-4f4a-9f6f-c0e977ae816b,Utrecht University
M.Sc. Physics,物理,4e0a2824-4082-4eb6-97a3-31937a1c9402,RWTH Aachen University
MSc Astrophysics,物理,08e0dd75-35dc-4fc3-a349-e02779fad617,Queen Mary University of London
MSc Physics (EuroMasters),物理,6e1e8e2f-d268-4a8c-8730-ba1df007cdd6,Queen Mary University of London
MSc Astrophysics,物理,2cdcb1d7-1dea-45cb-a20d-18385c69166c,University of St Andrews
Astronomy and Business Studies (MSc),物理,425e19d7-dc59-4e39-a934-6ed63f000f7b,Leiden University
MSc Astronomy and Cosmology,物理,674b9d8f-47a6-4e66-b6c9-c7c9a7df5fab,Leiden University
Astronomy and Data Science (MSc),物理,3e9b9d0e-c6b1-4310-b120-949ee24e8599,Leiden University
MSc Astronomy and Instrumentation,物理,75a535be-ce92-4b89-aae2-d11b25f49099,Leiden University
MSc Astronomy and Science Communication and Society,物理,6907f35a-f4e6-444e-b61a-f63993fc91ac,Leiden University
MSc Astronomy Research,物理,66b11e81-b3d5-4c00-94a0-ae34295768d0,Leiden University
MSc Physics and Business Studies,物理,f16c17d0-ccc7-41ed-9cec-93de5ace1736,Leiden University
MSc Physics and Science Communication and Society,物理,03feb524-fce9-4551-b663-39b764b20e86,Leiden University
"MSc Research in Physics, Biological and Soft Matter Physics",物理,be00cdc2-f68a-4a89-bf45-721d14a226e0,Leiden University
"MSc Research in Physics, Cosmology",物理,0b9fca93-c440-4ce4-b1be-a309b46d670c,Leiden University
"MSc Research in Physics, Quantum Matter and Optics",物理,f3847fa4-8e82-4895-a5e3-4da72d768f8c,Leiden University
"MSc Research in Physics, theoretical",物理,ea3ca5f4-473b-49ec-a642-0481db47688a,Leiden University
MS in Physics,物理,2b99f94a-513f-4779-8047-5d7ec8f2cc55,Georgia Institute of Technology
Master of Science (Applied Physics),物理,6d1f32cb-7df2-4ea2-999a-964bcde0d369,The National University of Malaysia
MSc Optical Sciences,物理,baba3837-5eae-4fc1-a093-36ad83b003ed,Humboldt University of Berlin
Dual Degree MSc Solid State Physics (USM-OTH),物理,8a3007ba-90a7-4073-890a-24dca9a2617b,University of Science Malaysia
MSc Solid State Physics,物理,ed182d23-84d5-4b58-b6e2-d567378a5c6f,University of Science Malaysia
"MSc Applied Physics-Mastertrack Fluids, Bio and Soft Matter",物理,f3067fb2-1132-4b09-bb1c-4d59b5b62815,Eindhoven University of Technology
MSc Applied Physics-Mastertrack Plasmas and Beams,物理,95f6a608-404d-4edd-988f-b704ecc0ff4a,Eindhoven University of Technology
"MSc Applied Physics-Mastertrack Nano, Quantum and Photonics",物理,20e1f73f-ca32-4b1c-9c6b-cb24550aafd1,Eindhoven University of Technology
MSc Radiometrics: Instrumentation and Modelling,物理,0f480d05-256a-4b6b-b1c3-1adb58f05284,University of Liverpool
MSc Applied Physics,物理,8f77958c-c672-43a8-b0ff-e09e27be0c69,University of Groningen
MSc Astronomy,物理,e20d6580-edca-455d-8f4d-6d698ca972fd,University of Groningen
MSc Physics,物理,03cd0d5e-a3cf-46d5-a3ca-45f97eca5a34,University of Groningen
Master of Science in Physics,物理,ac1eb4f7-d4e2-4f26-b55c-335521f6d5e8,Universiti Teknologi Malaysia
Master in Astrophysics,物理,5ef93c7c-8ef3-4636-bb27-b6de08eebb07,Université de Genève
Master in Physics,物理,e95d444a-b5d8-4ad7-b980-b41dab0ab005,Université de Genève
MSc Physics,物理,252a4029-7628-403d-8f59-f88fce781fe5,University of Exeter
MSc Physics,物理,b37669b4-bdea-43c8-94c4-5e0b9f0ef0cd,University of Basel
European Master of Science in Nuclear Fusion and Engineering Physics,物理,45bca0b8-070a-41bc-8670-3c6ead6feae8,Ghent University
Master of Science in Engineering Physics,物理,089adb84-cff4-447e-8461-d1211ab39fa7,Ghent University
Masters's in physics,物理,175fa5ef-7a6b-4caa-913d-a32ccabbdc8c,Washington University in St. Louis
MSc Fusion Energy,物理,4215de3e-08c3-4d7d-82ca-234b1563e974,University of York(United Kingdom)
MSc Astrophysics,物理,74722c56-94e2-4c0d-b3c2-2dc6fbdc5fbe,Cardiff University
MSc Physics,物理,7e3b1c41-645c-4a42-a745-1c5195c44000,Cardiff University
MSc Compound Semiconductor Physics,物理,a496f691-d9b6-4b62-a8a2-d68ed7f621fd,Cardiff University
MSc Data Intensive Astrophysics,物理,fdd14be1-1cc7-4a17-a327-8be0095d3c96,Cardiff University
MSc Data Intensive Physics,物理,08cc2e55-9ef3-420f-bea6-9498b9bc1db3,Cardiff University
Master in Physical Engineering,物理,2631dc08-02d5-4dc8-bb6d-22bf72b59680,Université Catholique de Louvain
Master in Physics,物理,35f7ab8b-675e-4edb-b582-1ab959cf9a0d,Université Catholique de Louvain
MSc Advanced Physics,物理,8e1a94de-11fb-4364-bcb0-578b69d16de0,Loughborough University
MSc Advanced Physics,物理,a70ddbb3-359c-4b28-905e-9d099d27265c,University of Strathclyde
MSc Applied Physics,物理,e7ab29dc-976b-4ff7-9b0e-0d31be166f3f,University of Strathclyde
MSc Nanoscience,物理,c6f81270-4f5b-4c7f-b087-9be8605bafb9,University of Strathclyde
MSc Photonics,物理,7d711322-a7ac-46bc-9b67-6627e4145a72,University of Strathclyde
MSc Quantum Technologies,物理,67b510b8-b6e7-4514-a9f9-820e724eee77,University of Strathclyde
MSc Physics,物理,4569bd3f-1f63-4d67-bd59-acfbbba979b9,University of Surrey
MSc Medical Physics,物理,22864317-9b20-4346-90df-1e79184c0c8f,University of Surrey
MSc Nuclear Science and Radiation Protection,物理,3f3e121c-d33d-45b8-b4d0-e95b72dc7728,University of Surrey
MSc Medical Physics,物理,48201c49-4d46-4426-88d8-f4f5c50f507b,University of Aberdeen
MSc Applied Quantum Computing,物理,ca4eca69-6ad4-4343-aaf0-a947f1b62112,University of Surrey
MSc Astronomy,物理,e10c893d-6744-4541-a3e5-29e83a0d6638,University of Sussex
MSc Cosmology,物理,199eb23f-2dc6-4d86-9f20-5a66c2cc0b83,University of Sussex
