program_name_en,category,program_id,university
Master of Science (Forensic Science),医学,f52e4579-96c5-422f-9bc4-17839dfb5138,Universiti Teknologi Malaysia
MSc Genomic Medicine,医学,061e5868-04c4-40fa-924e-b9b4abafea1f,University of Exeter
MSc Paediatric Exercise and Health,医学,e57dba84-fd2b-42a7-841c-d1adbeeb93e5,University of Exeter
MSc Sport and Exercise Medicine,医学,daa428db-9edf-485c-92c7-2936bdb6cbeb,University of Exeter
MSc Neuroscience,医学,4a1e9a03-f2d8-49e8-89a7-9bb47a9a80e2,University of Exeter
MSc Forensic Investigations,医学,74f64ca2-6c42-4b9b-b113-1f8395c3abd4,University of Exeter
MSc Genomic Medicine (Data Science),医学,735b7438-cf63-4ac7-9c99-9f73776cc45a,University of Exeter
MSc Immunology,医学,f133b1b3-f678-4bab-881d-ed5209d5e6f6,University of Exeter
MSc Medical Imaging,医学,d2c47ae7-5d19-46ea-aba5-235a0e5ed749,University of Exeter
MSc Clinical Research,医学,efcf8763-2407-4fb1-a970-df84802084ed,Lancaster University
MSc Clinical Anatomy,医学,1c1c038f-8653-4e98-88ac-d561489798ec,University of York(United Kingdom)
MSc Clinical Anatomy and Education,医学,b806939a-bab8-4e15-adca-28f7eec07601,University of York(United Kingdom)
MSc Physician Associate Studies,医学,52eeefb1-48db-4179-b8d1-7b9df561378a,University of York(United Kingdom)
MSc Applied and Experimental Clinical Immunology,医学,916c4a04-1426-43e3-b9c0-2dd26e33154a,Cardiff University
MSc Clinical Optometry,医学,5c711889-0357-43ad-b030-20af210412fc,Cardiff University
MSc Occupational Therapy,医学,da034240-0725-4055-a276-85aaa9744604,Cardiff University
MSc Physiotherapy,医学,ff0dee51-fb00-46f7-b33d-491431339f34,Cardiff University
Master of Clinical Dentistry (Endodontology),医学,25d506f1-b700-41d5-a268-5035059d7d18,Cardiff University
Master of Clinical Dentistry (Prosthodontics),医学,0b8cb435-a70d-485e-9506-666c8fae6fda,Cardiff University
MSc Implantology,医学,8b79d035-0736-4ff0-9e67-d1910f5dda18,Cardiff University
MScD Orthodontics,医学,7485acd4-e93b-4346-8558-13f1334ccdb6,Cardiff University
MSc Advanced Healthcare Practice,医学,10bdd5cd-389e-4428-9627-efe69c247c81,Cardiff University
MSc Applied Bioinformatics and Genomics,医学,94163e9e-c3f6-4764-ba00-6cae555b123b,Cardiff University
MSc Pain Management,医学,ced57cc3-d44a-4d18-a74d-482d4b7dc327,Cardiff University
Master of Nursing Practice,医学,252c7371-84fa-4ffd-9994-4b5a5b0909d8,Curtin University
Master of Speech Pathology,医学,b23377b4-5530-4591-9d16-032329fc8ad7,Curtin University
Master of Clinical Physiotherapy,医学,01c06309-156f-4a75-a0ef-dc4b063d8dbc,Curtin University
Master of Clinical Exercise Physiology,医学,c7f32aa9-e6b1-4f99-aeda-f121253a86bf,Curtin University
Master of Dietetics,医学,365ba769-4c0b-4efd-98f3-66405081af19,Curtin University
MSc Biomedical Sciences,医学,8a5cb537-2725-43d3-b761-b1695fcc4fdb,暂无
MSc Speech and Language Therapy,医学,90a9e0f2-a776-4c1d-a047-f35d1c8a0d7c,University of Reading
MSc Physician Associate,医学,97439bed-7fad-4309-933a-810b7dfa727f,University of Reading
MSc Advanced Professional and Clinical Practice,医学,497504dd-7269-4a7e-8e6f-8fce66e4a32d,Queen's University Belfast
MSc Advanced Professional Practice,医学,7b6c0cdd-ff32-4c55-a622-7751e9f48a32,Queen's University Belfast
MSc Caring for Children and Young People with Complex Needs,医学,b3219653-3c57-4784-9682-11a7a449ce62,Queen's University Belfast
MSc Clinical Anatomy,医学,01504a11-5ab7-417c-a342-b7cf094a1fdf,Queen's University Belfast
MSc Experimental Medicine,医学,fdf20582-2d1f-4489-bb35-6ef71819d328,Queen's University Belfast
MSc Clinical Exercise Physiology,医学,85430cd5-df3b-4d0d-8a2d-b1532d1b1e36,Loughborough University
MSc Musculoskeletal Sport Science and Health,医学,f135fe26-5b05-48a2-8501-9b32e0037ba5,Loughborough University
MSc Exercise Rehabilitation,医学,e511ec71-b91a-47e5-ac75-f97a53407b5c,Loughborough University
MSc Sport Rehabilitation,医学,f5f86e80-2d2f-4317-a826-a64fec87dee1,Loughborough University
Master of Nursing,医学,3960b3e1-10ef-464e-8412-ee0bf1ba0325,"The University of Newcastle, Australia"
Master of Midwifery Studies,医学,38a9939c-8737-4830-b4cc-79cf5c5c9b93,"The University of Newcastle, Australia"
Master of Laboratory Medicine,医学,3d972467-c318-4777-a851-853767c191eb,"The University of Newcastle, Australia"
Master of Chinese Medicine,医学,c9c3e889-afc6-4036-8c83-11927b5999bf,Hong Kong Baptist University
MSc Personal Health Management (Chinese Medicine),医学,fcf1b96e-a35a-4b11-ba50-af6674712f44,Hong Kong Baptist University
MS in Biomedical Sciences,医学,d70bef58-ba10-465c-9a82-248207aaf08e,Vanderbilt University
MSc Prosthetics & Orthotics,医学,9719adcc-073c-4337-9528-bf109ac6e61d,University of Strathclyde
MSc Forensic Science,医学,bd2f450d-9b58-4b27-a9cf-e842d4009e20,University of Strathclyde
MSc Advanced Immunology,医学,81c919ee-3be6-4210-9c0a-be4f91a86d17,University of Strathclyde
MSc Cancer Therapies,医学,92d0d08b-702f-43e2-a2fb-95e40b3344b8,University of Strathclyde
MSc Cardiovascular Science and Diabetes,医学,36b4f3dd-7e55-476a-b255-13c1247f284a,University of Aberdeen
MSc Immunology and Immunotherapy,医学,b018449d-80b8-4f04-aaf6-0e213dbe085f,University of Aberdeen
MSc Molecular Medicine,医学,e9b216c4-4a97-4c2b-a812-20a7b2ac524c,University of Aberdeen
MSc Physician Associate Studies,医学,e3968f9b-506d-41f1-835f-b3c74db30010,University of Aberdeen
MSc Medical Imaging,医学,28f8a3fb-817a-46ac-9d22-b314fbf63eb6,University of Aberdeen
MSc Applied Health Sciences,医学,c4f87b90-cdd7-4bf2-bb51-6dd825084dff,University of Aberdeen
MSc Sport and Exercise Nutrition,医学,2ab7a65a-5257-43d0-b5d0-de99e8ab4b3d,University of Aberdeen
MSc Paediatrics and Child Health,医学,baff958d-b48a-4ebd-8178-441ddc22188b,University of Sussex
MSc Cardiology,医学,0baa49b1-728a-4a1c-9d05-dc9b7ca20305,University of Sussex
MSc Healthcare Leadership and Commissioning,医学,d51be5b4-d254-4b82-aaf6-29b15275fa7c,University of Sussex
MSc Ageing and Dementia,医学,6e19fe05-61c7-45ff-ad35-6da11798af61,University of Sussex
MSc Internal Medicine,医学,da76be1c-5988-4a84-9dbb-06a04864475a,University of Sussex
MSc Physician Associate Studies,医学,6071bb36-2aac-4459-bf5a-c28715573274,University of Sussex
Master of Rehabilitation Sciences and Physiotherapy,医学,ad1b7432-3bbb-4f30-b33c-7193e79294c4,University of Antwerp
Master of Leading International Vaccinology Education: profile,医学,89cd85de-0796-4e97-9446-b91fd91ea703,University of Antwerp
MSc Quality and Safety in Healthcare,医学,851fa70b-5b05-4672-96a0-d16395e430e6,University of Leicester
MSc Clinical Education,医学,bdc85d7a-2942-4661-afdf-b505d390b1c5,University of Leicester
"MSc Immunity, Infection and Chronic Disease",医学,a35ed99b-80b4-44ba-a605-61564a1d8b80,University of Leicester
Master of Clinical Education,医学,910db49e-ad0e-4917-9fe6-dccfd452f154,University of East Anglia
MSc Physiotherapy,医学,38691b11-fc7a-4ff4-98c1-f7023d500345,University of East Anglia
MSc Adult Nursing,医学,064558cd-8b85-465d-9b44-6ebe9dbe1f23,University of East Anglia
MSc Occupational Therapy,医学,265883d0-f12e-4795-9a62-eaf746b4d94e,University of East Anglia
MSc Molecular Medicine and Cancer Research,医学,3e0a6301-4fae-4ac1-ac89-1e0acf027061,University of East Anglia
MA Medical and Health Humanities,医学,718ff80d-0e1b-40ad-80ee-c9e777932b64,University of East Anglia
MSc Stem Cells and Regenerative Medicine,医学,736bad8f-cb77-4edc-bfe7-4033d923e710,Aston University
MSc Forensic Science,医学,5f96e65d-ef03-46e9-aea4-97cc8764c399,University of Kent
MSc Intellectual Disabilities and Autism,医学,e22575d0-e145-4dde-bb17-33429c08b933,University of Kent
MSc Forensic Osteology and Field Recovery Methods,医学,07e597a2-1f3a-4d89-bba5-302ca7c6af97,University of Kent
MSc Infectious Diseases,医学,2e188e79-9816-4440-9e52-9f38b1af238a,University of Kent
MSc Anatomy & Advanced Forensic Anthropology,医学,1e0c6ea8-397e-44e7-9ad2-e7a636628806,University of Dundee
MSc Applied Neuroscience,医学,1242ee8b-b7ad-4a01-8a25-cce20545ec3e,University of Dundee
MSc Forensic Dentistry,医学,1c11a9f2-bd57-414b-b321-ee751f7bc0fa,University of Dundee
Master of Forensic Odontology,医学,9b8175b8-7170-4140-92f8-792ea5dd1555,University of Dundee
MSc Human Anatomy,医学,2fffe7ec-332a-4d9a-8a42-6cc5a3e9b2c1,University of Dundee
MSc Human Clinical Embryology & Assisted Conception,医学,d6de1023-17b0-4f1f-aa22-c0589609e1d0,University of Dundee
MSc Medical Art,医学,0d26ca7b-d32c-4462-9d61-cb3af1b16ce1,University of Dundee
MSc Medical Imaging,医学,43125208-d19b-420b-924e-b13a508646c9,University of Dundee
"MSc Orthopaedic Technology, Motion Analysis, and Movement Rehabilitation",医学,b17f3713-814c-419f-9492-2f637888e4bf,University of Dundee
MSc Nursing & Health,医学,d98eede8-fc7c-4e6a-91a5-bc4db63fc5ea,University of Dundee
MSc Health Professions Education,医学,ebc25bea-befa-4dd8-a5fe-bb655b2f0b35,University of Dundee
MChOrth Orthopaedic Surgery,医学,e74fecb1-318a-49dd-afdd-76cea2acb402,University of Dundee
Master of Traditional Chinese Medicine,医学,fe9c0857-ca43-4be2-92b6-e696137e9ff1,Macau University of Science and Technology
MSc Speech and Language Therapy,医学,7fc2e9f2-62b6-40db-ad5f-4c15131d91c9,University of Essex
MSc Physiotherapy,医学,1d3747a8-c0ad-4ff7-be69-3d3c12b46b56,University of Essex
MSc Applied Neuroscience,医学,a4e9e61f-d4b0-406d-93f0-5bf16bd9614c,"Royal Holloway, University of London"
MSc Occupational Therapy,医学,20870500-f4e1-4a2e-924e-32547a40fa75,"Royal Holloway, University of London"
MSc Educational Speech-Language Pathology and Learning Disabilities,医学,89de14a6-a9ae-4d1a-b1a0-4395d7d1911d,The Education University of Hong Kong
"MSc Communication, Health and Life Sciences",医学,e3aede72-dc2d-4b72-833f-f007c7aa0250,Wageningen University & Research
"MSc Clinical, Social and Cognitive Neuroscience",医学,ae4ecc22-3796-4ce6-95b0-d0964799aa74,"City, University of London"
MSc Clinical Optometry,医学,8235bfcf-471e-42d1-b8d1-28e12c2f6150,"City, University of London"
MSc Enhanced Midwifery Care,医学,1303831e-1727-44de-8264-e1f25256fc9f,"City, University of London"
MSc Speech and Language Therapy,医学,def76daa-ae12-4f46-ab4a-952d1083fc1e,"City, University of London"
MA Dance Movement Psychotherapy,医学,09594213-ddba-4557-aac8-682b07f4fe83,"Goldsmiths, University of London"
MSc Biomedical Science (Haematology and Blood Transfusion Sciences),医学,20da83be-4993-498c-803d-40ba8209e270,Coventry University
MSc Biomedical Science (Clinical Biochemistry and Immunology),医学,b23d887b-40f0-4137-8f77-796600176b9f,Coventry University
MSc Biomedical Science (Infection Science),医学,5531dd00-3c01-475d-99be-96ee1a8331d2,Coventry University
MSc Advancing Physiotherapy Practice,医学,012df6fc-63e6-444c-a954-d0ed541e36c7,Coventry University
MSc Nursing,医学,4636d8c4-774b-4656-84d8-1010edfc0c57,Coventry University
MSc Forensic Investigation,医学,df0cfab3-a478-4793-bbfd-414a93d3494e,Cranfield University
Double Degree MSc Smart Ageing and Gerontology (LU-HKMU),医学,9acd0165-d90c-4e18-85d4-235051222a4d,Lingnan University
Master of Nursing (Extensive End-of-Life Care),医学,16fe0a2a-14ca-4a22-a65a-e785a616132e,Hong Kong Metropolitan University
MSc Digital Forensics,医学,3ee5b098-6e27-4b06-a2b9-77fadf2a47ac,Cranfield University
MSc Nursing,医学,75596e80-14ea-4248-b2b3-58ef2add7d8a,Macao Polytechnic University
MSc Occupational Therapy,医学,8c3ffd3c-de6c-45f0-b26a-b23d3a55a338,Coventry University
MSc Physiotherapy and Leadership,医学,515c4a22-b313-4019-a367-8221a77cfb08,Coventry University
Master of Nursing (Advanced Respiratory Nursing),医学,9be609db-4c09-4f82-a21f-7ab38b5e02c1,Hong Kong Metropolitan University
Master of Nursing (Management and Leadership),医学,4d304c51-4ac8-42f9-8712-f937593ae69e,Hong Kong Metropolitan University
MSc Biomedical Science (Cellular and Molecular Pathology),医学,f0bd8480-96d2-4a5e-85be-953114af25aa,Coventry University
Master of Medicine,医学,bd3f171b-85a9-490b-b508-d764c891d3ba,University of Buckingham
Master of Surgery,医学,c74d0a0f-37cc-41d1-ab85-5a10b89fb94b,University of Buckingham
Double Degree MSc Smart Ageing and Gerontology (HKMU-LU),医学,8509d52b-49bd-4fa6-9876-221535f371d8,Hong Kong Metropolitan University
MSc Advanced Aeronautical Engineering,航空工程,2e28f882-6285-47b2-87b2-83aee98516e6,Imperial College London
MSc(Eng) Low-Altitude Technology,航空工程,2d9c35ce-fba6-4ad7-a00f-b1656e630112,The University of Hong Kong
MSc Aviation,航空工程,11433905-bc0a-48dd-a49f-da3d46cdd8e9,Nanyang Technological University
Master of Engineering Science (Space Systems Engineering),航空工程,efabfefa-009f-41b8-8c78-f1aa4f2c2f32,The University of New South Wales
MSc Aerospac,航空工程,bba47b14-1a82-46f7-95b7-e46bae7070a0,Technical University of Munich
M.Sc. Aerospace Engineering,航空工程,0560f27f-dad8-418d-b88d-05e547d6cd4d,Technical University of Munich
Master of Professional Engineering (Aerospace Engineering),航空工程,d8390777-dba3-4faf-9e35-3bddd03334bb,The University of Sydney
Master of Professional Engineering (Accelerated) (Aerospace Engineering),航空工程,79fcd3cd-e266-4e41-bb04-85aefa5f86b3,The University of Sydney
MSc Aerospace Engineering,航空工程,8e82283a-1bc6-4411-bc28-d914f9f211dd,The University of Manchester
MSc Aeronautical Engineering,航空工程,84c5df35-52cd-49e7-a38c-b63d6ace9d36,The Hong Kong University of Science and Technology
MS in Aerospace Engineering,航空工程,cefc6ba7-6249-4aa2-bd8e-cfb98e22ab79,"University of California, Los Angeles"
MSc Aerospace Engineering - Aerospace Structures & Materials,航空工程,4faada2f-44c1-4d79-a424-ef007d1db6c7,Delft University of Technology
MSc Aerospace Engineering - Control & Operations,航空工程,32cf1104-4c8e-4b14-8bd9-c960a8690c25,Delft University of Technology
MSc Aerospace Engineering - European Wind Energy Master Track Rotor Design,航空工程,e0ec11ee-fe40-454a-b4e4-c97e3795decf,Delft University of Technology
MSc Aerospace Engineering - Flight Performance and Propulsion,航空工程,65698b94-168a-444d-9b9e-48e4eda6a6be,Delft University of Technology
MSc Aerospace Engineering - Space,航空工程,4708cf88-7562-4259-a001-b342a4a0c73a,Delft University of Technology
MSc Aerial Robotics,航空工程,3efc6f07-d7a6-480f-a97d-71f764d72d28,University of Bristol
MSc Aerospace Engineering,航空工程,439e2144-0a26-4e9e-b8ad-a9c2b970ef0d,University of Bristol
MSc Aviation Engineering and Operations Management,航空工程,7673d512-b867-4bf8-b957-443c3163db42,The Hong Kong Polytechnic University
MSc Aerospace Engineering,航空工程,f3483ef2-ecf1-4048-8475-688f36f2d80a,The Hong Kong Polytechnic University
MSc Low-altitude Economy,航空工程,a20fe4ac-f922-451c-86ac-4de1a5607f26,The Hong Kong Polytechnic University
MSc Aerospace Engineering & Management,航空工程,9d209ca4-35c8-455a-9fe3-f6a719a50fec,University of Glasgow
MSc Aerospace Engineering,航空工程,695d5859-51c9-4ab3-b241-cbd74e1cf9e3,University of Glasgow
MSc Aerospace Engineering,航空工程,5b13ad94-0a38-44e2-9bf4-8e2940c6b3ef,University of Leeds
MSc Space Systems Engineering,航空工程,adebd424-d439-4b5d-b5ab-259778e27a98,University of Southampton
MSc Advanced Aerospace Technologies,航空工程,d4b36e85-5359-4fa9-85ae-e2e987e3556b,The University of Sheffield
MSc Aerospace Engineering,航空工程,0e19bd98-559d-477a-976c-1d475260f777,The University of Sheffield
MSc Advanced Aerospace Engineering,航空工程,d0616efc-6867-41b8-b8ca-047f2ba18018,Queen Mary University of London
Master of Engineering (Aerospace),航空工程,f4ca6d64-18f8-4655-8d82-519ec8627ec1,Royal Melbourne Institute of Technology
MSc(Eng) Advanced Aerospace Engineering,航空工程,b5c24dc9-0017-4015-b1db-d5b21a65851f,University of Liverpool
MSc Advanced Mechanical Engineering with Aerospace,航空工程,f8942d95-f09f-4128-bbc6-4c5dddb9c528,University of Strathclyde
MSc Space Engineering,航空工程,95d353f2-8e61-4907-892c-fdfcd5315aa1,University of Surrey
MSc Aerospace Engineering,航空工程,74a57c1e-d149-40cd-805a-35848ea536c9,University of Leicester
MSc Spacecraft Engineering,航空工程,b7788d2b-ba37-4131-8e6e-e13e6ab7b713,University of Leicester
"Aerospace civil engineer, professional focus in ""turbomachinery aeromechanics (THRUST)""",航空工程,5e4032e0-ef4b-4696-acb8-aca988e8b643,University of Liege
MSc Aerospace Engineering,航空工程,7801aaaa-69fa-4a3e-94e4-e6bcf803d127,Technical University of Munich Asia
MSc Aerospace Management,航空工程,4a64765a-22f1-413b-91cb-65ede57565b6,Toulouse Business School
MSc Aerospace Engineering,航空工程,567c71af-b180-4058-8582-c5d0e6810f3a,Coventry University
MSc Advanced Lightweight and Composite Structures,航空工程,421120e9-062c-456e-bf83-e01e3ca7b4dc,Cranfield University
MSc Aerospace Computational Engineering,航空工程,5da3faef-9b40-45e1-9bfb-1e7d48eca85a,Cranfield University
MSc Aerospace Dynamics (Flight Dynamics),航空工程,9f6e749a-7fc9-4303-a1eb-0980bed668a0,Cranfield University
MSc Aerospace Dynamics (Aerodynamics),航空工程,21ccf677-98b1-4eaa-8e04-d37236d4d822,Cranfield University
MSc Thermal Power and Propulsion (Aerospace Propulsion),航空工程,eca02434-ebcd-4c40-b23f-a5f8c1403970,Cranfield University
MSc Aerospace Vehicle Design (Aircraft Design),航空工程,491f1560-768d-460d-a8e6-9f102491bbdd,Cranfield University
MSc Aerospace Vehicle Design (Avionic Systems Design),航空工程,168d5a05-be04-447b-bbf1-a64e380c9606,Cranfield University
MSc Aerospace Vehicle Design (Structural Design),航空工程,fe793bed-3004-4a63-92f0-daeb1ca042fc,Cranfield University
MSc Astronautics and Space Engineering,航空工程,87d1e0f7-1625-4d20-8152-be51a5894c92,Cranfield University
MSc Aerospace Manufacturing,航空工程,49f6f5f3-6372-4cae-bbbc-f40ef2530601,Cranfield University
MSc Safety and Human Factors in Aviation,航空工程,5211f619-87e1-46c1-b141-d20f3b26aef8,Cranfield University
MSc Aviation Digital Technology Management,航空工程,e7c37d6d-9dba-48b8-9961-6517d3ca2c09,Cranfield University
MSc Advanced Air Mobility Systems,航空工程,d339559f-34df-41a5-9195-6ae10a5ef64d,Cranfield University
MSc Thermal Power and Propulsion (Marine Propulsion Technology),航空工程,4177a8ac-2790-4e44-bbcf-009d7a94b380,Cranfield University
MSc Advanced Aerospace Engineering with Sustainable Technologies,航空工程,652e9ef4-6210-4637-b6e2-34c2b90cf9ab,"City, University of London"
MSc Advanced Aerospace Engineering,航空工程,74c98325-e71f-4430-b82e-f5bc2d88eb11,Coventry University
MSc Food Science and Nutrition,食品科学,750b7276-b2c7-4978-af76-ebd1cc82e32b,Swiss Federal Institute of Technology Zurich
MSc Food Science and Human Nutrition,食品科学,1e642880-2afd-4494-9414-ea12c5a5a5be,National University of Singapore
MSc Dietetics,食品科学,b00669b1-30ca-4b32-af00-4f77bbdbcd6a,University College London
MSc Food Safety and Toxicology,食品科学,5be0cc3e-308a-435a-b55f-bc3b58c1791e,The University of Hong Kong
MSc Food Industry: Management and Marketing,食品科学,31918d58-f272-4d29-af89-7866666896a5,The University of Hong Kong
Master of Agricultural Sciences,食品科学,80ddf4bb-9ba4-4ab9-9eaf-65e61b16a2ae,The University of Melbourne
Master of Food Science,食品科学,7396a092-a7e3-4dcc-808a-5b01845c6be3,The University of Melbourne
Master of Food and Packaging Innovation,食品科学,c78b96d0-86fd-4d12-9a06-28097637be1c,The University of Melbourne
Master of Engineering Science (Food Process Engineering),食品科学,3ab865d9-0ad7-402c-a878-e0494b494471,The University of New South Wales
Master of Food Science,食品科学,223989c2-12b8-43ea-92cd-e7dbe1e8023a,The University of New South Wales
Master of Nutrition and Dietetics,食品科学,b0d9534c-e7fb-4318-a188-3925a28ef73b,The University of Sydney
MSc Nutrition,食品科学,925d9ce6-c38d-46b5-bb2f-37eec990b950,King's College London
"MSc Nutrition, Food Science and Technology",食品科学,465f3602-747f-45fb-a217-a499343ef2cc,The Chinese University of Hong Kong
MSc Food Security,食品科学,903a25ff-5a74-4386-beb5-53fe3a4ac815,The University of Edinburgh
Master of Nutrition and Dietetics,食品科学,2d438833-ebb7-4dea-bc36-c30368397068,Monash University
Master of Food Science and Agribusiness,食品科学,acb377f6-9377-4630-bd76-90091e2a1fdf,Monash University
Master of Dietetics Studies,食品科学,965d49a4-c144-4ce9-88c2-9171bf827b3f,The University of Queensland
Master of Food Science and Technology (1.5 Years),食品科学,4765a087-af72-48d8-903d-0c0348e7bb5b,The University of Queensland
Master of Food Science and Technology (2 Years),食品科学,430b496c-e2e2-446c-bfb0-8e5bf9692c0a,The University of Queensland
Master of Food Science and Technology Research Extensive,食品科学,e7b31ca6-dbf2-460b-8080-262cd1d099c8,The University of Queensland
MSc Global Food Safety Management and Risk Analysis,食品科学,7214ac9d-60e7-469c-803a-37f475d68b7d,The Hong Kong Polytechnic University
MSc Dietetics,食品科学,34c4b83e-089b-40a6-98aa-be61fb59281d,The Hong Kong Polytechnic University
Master of Food Technology,食品科学,1b75b16f-c6d0-45bc-8cb7-027f5d98f3d0,Katholieke Universiteit Leuven
"European Master of Sustainable Food Systems Engineering, Technology and Business",食品科学,2e8552a4-6bf6-4019-bbe3-9fb09bed185c,Katholieke Universiteit Leuven
MSc Food Security,食品科学,b5f8d6c3-fe0d-49fb-a147-7cb13fd65522,The University of Warwick
"MSc Food Safety, Hygiene and Management",食品科学,4055d78f-1c69-4dd1-a21f-6ff2f6f5c374,University of Birmingham
MSc Food Security,食品科学,0a8c2ed2-9a6f-42bf-bba0-9cbb48c31334,University of Glasgow
MSc(MedSci) Human Nutrition,食品科学,e94f3f75-b4bb-4b22-85bd-b32cf281715e,University of Glasgow
Master of Science in Global Food and Nutrition Science,食品科学,c60b21b1-250f-4e76-aea2-a5962b6c5003,The University of Adelaide
MSc Food Product Innovation,食品科学,d1ed868f-db05-43ed-bdf1-444ef0d06d43,University of Leeds
MSc Food Science,食品科学,7b0c0d06-bd11-40bf-8356-044137b65cc2,unknown
MSc Food Science (Food Biotechnology),食品科学,11544c9e-0b7e-4577-8814-df575727e79e,University of Leeds
MSc Food Science and Nutrition,食品科学,fd83782e-22eb-44b6-aad1-00b31ffe8566,University of Leeds
MSc Nutrition,食品科学,1fd1011d-c1bc-4744-aa42-5cc916fe4e1b,University of Leeds
MSc Sustainable Agriculture and Food Production,食品科学,4404d7c1-4e0d-4952-bee6-da633be16eb5,University of Leeds
MSc Human Nutrition,食品科学,51c0c694-1ed0-4550-81a3-7d560114b42b,The University of Sheffield
MSc Animal Nutrition,食品科学,203cf0c7-f20c-4e67-a84b-52ce3bf55358,University of Nottingham
MSc Clinical Nutrition,食品科学,6a0b5e42-c273-4968-b81a-047e0ee4e23f,University of Nottingham
MSc Food Production Management,食品科学,c9865bb3-7428-4804-8e8d-94183546b82a,University of Nottingham
MSc Nutritional Sciences,食品科学,aaf1f297-13d8-4765-994c-f2f66e91bc88,University of Nottingham
MSc Food Process Engineering,食品科学,ecd8d7ec-e169-4bb9-8a3a-3044f0c9b109,University of Nottingham
Master of Food Science and Technology,食品科学,ada3c83a-39fb-4c60-b70f-77ae42c68a48,Royal Melbourne Institute of Technology
Master in Clinical Nutrition,食品科学,a7a1fe2c-8e29-452c-987a-c2f70ea4937b,The National University of Malaysia
Master of Science (Food Science),食品科学,d7bbcbbb-d828-4c6a-9cf2-6bd0c182cb77,The National University of Malaysia
Master in Food Process and Packaging Engineering,食品科学,9d8713f2-c322-41a1-9e66-4f36b4c4b0dd,Universiti Putra Malaysia
Master of Food Technology,食品科学,eeb81dc7-a74d-497d-ad2e-6c4b57c156c7,Universiti Putra Malaysia
Master of Food Safety and Quality Assurance,食品科学,cfc1495b-571c-42b7-aa83-035f4ceabdc6,Universiti Putra Malaysia
Master in Functional Food Design,食品科学,7f1134f1-9d3e-4a77-9c9e-ef5b03e81d9b,Universiti Putra Malaysia
MSc Sustainable Agriculture and Food Security,食品科学,c707a7df-a412-40e4-b35d-b32ea06a8ba2,Newcastle University(United Kingdom)
Master of Science in Food Processing Innovation,食品科学,77a8bbcd-d778-45b8-aaaa-42c68ea6871a,Universiti Teknologi Malaysia
Master of Science in Food Technology,食品科学,eb047e68-ca04-40fb-953a-f3f8b8be7975,Ghent University
MSc Food Science and Technology,食品科学,69dd99d6-bd14-46dc-837d-c2f03d87c694,Curtin University
MSc Agriculture and Food Security,食品科学,25526bf3-9de5-44ee-aa31-2131ac14c941,Curtin University
MSc Food Security and Development,食品科学,40b0394c-d9af-41cc-9967-4d246192356c,University of Reading
MSc Food Science,食品科学,e00d99ba-8a18-42ec-9bb4-b2eb5574741e,University of Reading
MSc Food Technology - Quality Assurance,食品科学,3c9a8932-17d8-4d07-a2e3-a9e98c3576d7,University of Reading
MSc Nutrition and Food Science,食品科学,90a9a53c-8866-4c77-aa16-400b949ab7b8,University of Reading
MSc Advanced Food Safety,食品科学,822cda06-c41e-41be-bfdf-88ef86355567,Queen's University Belfast
MSc Food Science,食品科学,16d5ad38-d557-42ab-a6ad-a045d026b5d7,University of Surrey
MSc Human Nutrition,食品科学,06f65a74-2d38-4471-b5ce-de047ea9f042,University of Surrey
MSc Human Nutrition,食品科学,acd0fd97-c87a-46bc-aa39-590c90593123,University of Aberdeen
MA Food and Development,食品科学,d8376738-8cc1-4081-b5ce-f1e79faf432b,University of Sussex
MSc Food Process Engineering,食品科学,a3ff36ce-16d4-40e1-a900-7d2e9d522297,Heriot-Watt University
MSc Dietetics,食品科学,f3bc8780-304c-4832-b39a-8d552d43e354,University of East Anglia
MSc Nutrition and Health,食品科学,cb34a693-1159-4890-9cb3-580ae6a51a72,Wageningen University & Research
MSc Food Quality Management,食品科学,d18f9d44-ccba-4986-b43d-53d19b25c6b9,Wageningen University & Research
MSc Food Safety,食品科学,ba558e69-f7b0-4eb9-af95-f97a091a1d80,Wageningen University & Research
MSc Food Technology,食品科学,6282ee66-1b2e-4aad-8fc4-e0bfa221cbfc,Wageningen University & Research
MSc Sport and Exercise Nutrition,食品科学,759249e0-a944-476e-88e3-a4360727c2fd,University of Westminster
MSc Food Systems and Management,食品科学,5f001d81-534e-43ef-a22b-8017f81b8901,Cranfield University
MSc Future Food Sustainability,食品科学,ab74842a-717c-43c0-b272-ca2f16a93d12,Cranfield University
MSc Dietetics and Leadership,食品科学,35ca1e15-8bca-46a3-a0d8-1e9766795846,Coventry University
MSc Applied Nutrition,食品科学,40921253-90f9-414b-b488-a9676454def3,"City, University of London"
MSc Sustainable Food,食品科学,69ba06cc-e295-4886-b9d2-929f3687b574,Technical University of Munich Asia
MSt Film Aesthetics,影视,b0cc8413-be36-496f-b90b-b073ca2d3a0a,University of Oxford
MPhil Film and Screen Studies by Advanced Study,影视,100fc908-9ec3-4785-93b4-9fb9e0cfb627,University of Cambridge
MA Film Studies,影视,ae92253d-afcf-4f68-ac59-fe64b9a69b74,University College London
MA Ethnographic and Documentary Film (Practical),影视,8dabf92e-b32f-4974-9ce7-c6719b73a97a,University College London
MA Audio Storytelling for Radio and Podcast,影视,eac6c885-3a55-4163-9f7d-110ed0ad6d7d,University College London
