大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,招生网址,专业网址,所属院系网址,所属院系网址
Tufts University,MS,Mathematics,文理学院,,https://asegrad.tufts.edu/program/mathematics-masters,https://math.tufts.edu/academics/graduate-programs/ms-mathematics,,
Tufts University,PHD,Mathematics,文理学院,,https://asegrad.tufts.edu/program/mathematics-doctorate,https://math.tufts.edu/academics/graduate-programs/phd-mathematics,,
Boston University,MA,mathematics,艺术与科学学院,,https://www.bu.edu/math/ma-in-mathematics/,https://www.bu.edu/math/graduate/graduate-degree-programs/,,
Boston University,Ph.D,mathematics,艺术与科学学院,,https://www.bu.edu/math/phd-in-mathematics/,https://www.bu.edu/math/graduate/graduate-degree-programs/,,
"Ohio State University, Columbus",PHD,Mathematics,文理学院,,https://gpadmissions.osu.edu/programs/program.aspx?prog=0129#&&tab=apply,https://math.osu.edu/grad/future/phd,,
"Purdue University, West Lafayette",MS,Mathematics,理学院,,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/math.html,https://www.math.purdue.edu/academic/grad/index.html,,
"Purdue University, West Lafayette",PHD,Mathematics,理学院,,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/math.html,https://www.math.purdue.edu/academic/grad/index.html,,
"Purdue University, West Lafayette",PHD,Mathematical and Computational Psychology,健康与人文科学学院,,https://www.purdue.edu/academics/ogsps/prospective/gradrequirements/westlafayette/mcps.html,https://hhs.purdue.edu/graduate-programs/mathematical-and-computational-psychology/,,
"University of Maryland, College Park",MS,Applied Mathematics,计算机、数学与自然科学学院,,https://gradschool.umd.edu/computermathematicalnatural-sciences/amsc,https://amsc.umd.edu/academics/program-concentrations.html,,
"University of Maryland, College Park",PhD,Applied Mathematics,计算机、数学与自然科学学院,,https://gradschool.umd.edu/computermathematicalnatural-sciences/amsc,https://amsc.umd.edu/academics/program-concentrations.html,,
"University of Maryland, College Park",PhD,Mathematics,计算机、数学与自然科学学院,,https://gradschool.umd.edu/computermathematicalnatural-sciences/math,https://www-math.umd.edu/graduate/prospective-students/general-information.html,,
"Texas A&M University, College Station",Ph.D, Mathematics,文理学院,,https://www.math.tamu.edu/graduate/phd/appinfo-phd.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",Ph.D, Mathematics,文理学院,,https://www.math.tamu.edu/graduate/phd/appinfo-phd.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS, Mathematics：Teaching track,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS, Mathematics：Teaching track,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS, Mathematics,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS,Computational Math,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS,Industrial Math,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS,Math Biology,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS, Mathematics,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS,Computational Math,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS,Industrial Math,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
"Texas A&M University, College Station",MS,Math Biology,文理学院,,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/,,
Virginia Tech,PHD,Mathematics,理学院,,https://math.vt.edu/grad-math/grad-app-guidelines.html,https://math.vt.edu/grad-math.html,,
Virginia Tech,MS,Mathematics ,理学院,,https://math.vt.edu/grad-math/grad-app-guidelines.html,https://math.vt.edu/grad-math.html,,
Lehigh University,Ph.D,Mathematics,文理学院,,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics,,
Lehigh University,MS,Mathematics,文理学院,,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics,,
Lehigh University,MS,Applied Mathematics,文理学院,,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics,,
Lehigh University,Ph.D,Applied Mathematics,文理学院,,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics,,
University of Rochester,Ph.D,Mathematics,文理学院,,https://www.sas.rochester.edu/mth/graduate/apply.html,https://www.sas.rochester.edu/mth/graduate/index.html,,
Wake Forest University,MA, Mathematics (MA),文理研究生院,,https://math.wfu.edu/prospective-students/,https://math.wfu.edu/grad-program-description/,,
University of Georgia,MA,Mathematics,文理学院,,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/ma-degree-mathematics,,
University of Georgia,PHD,Mathematics,文理学院,,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/phd-degree-mathematics,,
University of Georgia,MS,Master of Applied Mathematical Sciences,文理学院,,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/master-applied-mathematical-sciences-mams,,
Northeastern University（Boston）,PHD,Math ,科学学院,,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/connected-science-community-and-mathematics-phd-program/,,
Northeastern University（Boston）,MS,Applied Math,科学学院,,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,,
Northeastern University（Boston）,MS,Applied Math,科学学院,,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,,
Northeastern University（Boston）,MS,Math ,科学学院,,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/mathematics-ms/,,
Northeastern University（Boston）,MS,Math ,科学学院,,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/mathematics-ms/,,
Northeastern University（Boston）,MS,Math  Operations Research,科学学院,,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/msor/,,
Northeastern University（Boston）,MS,Math  Operations Research,科学学院,,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/msor/,,
Northeastern University（Boston）,硕士预科项目,Applied Mathematics（College of Science）,Global Pathways项目,,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/applied-mathematics/,,
Northeastern University（Boston）,硕士预科项目,Applied Mathematics（College of Science）,Global Pathways项目,,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/applied-mathematics/,,
Northeastern University（Boston）,硕士预科项目,Operations Research: Mathematics（College of Science）,Global Pathways项目,,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/operations-research-mathematics/,,
Northeastern University（Boston）,硕士预科项目,Operations Research: Mathematics（College of Science）,Global Pathways项目,,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/operations-research-mathematics/,,
Florida State University,PHD,Pure Mathematics ,文理学院,,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,,
Florida State University,MS,Pure Mathematics ,文理学院,,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,,
Florida State University,PHD,Applied & Computational Mathematics,文理学院,,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,,
Florida State University,MS,Mathematics,文理学院,,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,,
Florida State University,MS,Mathematical Statistics,文理学院,,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,,
Florida State University,MS,Mathematical Statistics,文理学院,,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,,
Case Western Reserve University,MS ,Mathematics,文理学院,,https://mathstats.case.edu/admission/,https://case.edu/programs/mathematics-ms,,
Case Western Reserve University,PhD,Mathematics,文理学院,,https://mathstats.case.edu/admission/,https://case.edu/programs/mathematics-phd,,
Case Western Reserve University,Ph.D,Applied Mathematics,文理学院,,https://mathstats.case.edu/admission/,https://case.edu/programs/applied-mathematics-phd,,
Case Western Reserve University,MS,Applied Mathematics,文理学院,,https://mathstats.case.edu/admission/,https://case.edu/programs/applied-mathematics-ms,,
"University of Minnesota, Twin Cities",PHD,Mathematics Ph.D.,理工学院,,https://cse.umn.edu/math/doctoral-admissions,https://cse.umn.edu/math/phd-program,,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Industrial and Applied Mathematics,理工学院,,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Math Education ,理工学院,,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,,
"University of Minnesota, Twin Cities",MS,MS Mathematics,理工学院,,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,,
College of William & Mary,MS,Applied Science—Applied Mathematics,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
College of William & Mary,MS,Applied Science—Mathematical and Computational Biology,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
College of William & Mary,Ph.D,Applied Science—Applied Mathematics,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
College of William & Mary,Ph.D,Applied Science—Mathematical and Computational Biology,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
College of William & Mary,MS,Applied Science—Applied Mathematics,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
College of William & Mary,MS,Applied Science—Mathematical and Computational Biology,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
College of William & Mary,Ph.D,Applied Science—Applied Mathematics,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
College of William & Mary,Ph.D,Applied Science—Mathematical and Computational Biology,文理学院,,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,,
University of Connecticut,M.S.,Mathematics,文理学院,,https://math.uconn.edu/degree-programs/graduate/admissions/,https://math.uconn.edu/degree-programs/graduate/m-s-in-mathematics/,,
University of Connecticut,Ph.D.,Mathematics,文理学院,,https://math.uconn.edu/degree-programs/graduate/admissions/,https://math.uconn.edu/degree-programs/graduate/ph-d-in-mathematics/,,
"Stony Brook University, SUNY",PHD,Mathematics,文理学院,,https://www.math.stonybrook.edu/applying-phd-program,https://www.math.stonybrook.edu/phd-requirements,,
"Stony Brook University, SUNY",MA,Mathematics,文理学院,,https://www.math.stonybrook.edu/master-arts-degree-professional-option,https://www.math.stonybrook.edu/master-arts-degree-professional-option,,
"Stony Brook University, SUNY",MS,Computational Applied Mathematics  ,工程与应用科学学院,,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,,
"Stony Brook University, SUNY",PHD,Computational Applied Mathematics  ,工程与应用科学学院,,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,,
"Stony Brook University, SUNY",MS,Computational Applied Mathematics  ,工程与应用科学学院,,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,,
"Stony Brook University, SUNY",PHD,Computational Applied Mathematics  ,工程与应用科学学院,,https://www.stonybrook.edu/commcms/ams/graduate/_resources/applying-to-the-AMS-grad-program.php,https://www.stonybrook.edu/commcms/ams/graduate/cam/index.php,,
"North Carolina State University, Raleigh",MS,Applied Mathematics,科学学院,,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,,
"North Carolina State University, Raleigh",MS,Applied Mathematics,科学学院,,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,,
"North Carolina State University, Raleigh",MS,Mathematics,科学学院,,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,,
"North Carolina State University, Raleigh",MS,Mathematics,科学学院,,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/m-s-programs/,,
"North Carolina State University, Raleigh",PHD,Applied Mathematics,科学学院,,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,,
"North Carolina State University, Raleigh",PHD,Mathematics,科学学院,,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,,
"North Carolina State University, Raleigh",PHD,Computational Mathematics,科学学院,,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,,
"North Carolina State University, Raleigh",PHD,Interdisciplinary Mathematics,科学学院,,https://math.sciences.ncsu.edu/graduate/how-to-apply/,https://math.sciences.ncsu.edu/graduate/ph-d-programs/,,
"Pennsylvania State University, University Park",PHD,Mathematics ,科学学院,,https://science.psu.edu/math/graduate/admission/requirements,https://science.psu.edu/math/graduate/phd-program,,
Brandeis University,Ph.D,Mathematics,文理研究生院,,https://www.brandeis.edu/gsas/programs/math.html,https://www.brandeis.edu/mathematics/graduate/index.html,,
Brandeis University,MA/MS,Mathematics,文理研究生院,,https://www.brandeis.edu/gsas/programs/math.html,https://www.brandeis.edu/mathematics/graduate/index.html,,
"University of California, Merced",MS,Applied Mathematics,自然科学学院,,https://uc-merced.foleon.com/grad-division/appliedmath/applying,https://appliedmath.ucmerced.edu/academics/graduate-studies,,
"University of California, Merced",Ph.D.,Applied Mathematics,自然科学学院,,https://uc-merced.foleon.com/grad-division/appliedmath/applying,https://appliedmath.ucmerced.edu/academics/graduate-studies,,
Rensselaer Polytechnic Institute,Ph.D,Mathematics,科学学院,,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/phd,,
Rensselaer Polytechnic Institute,Ph.D,Mathematics,科学学院,,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/phd,,
Rensselaer Polytechnic Institute,MS,Mathematics,科学学院,,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms,,
Rensselaer Polytechnic Institute,MS,Mathematics,科学学院,,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms,,
Rensselaer Polytechnic Institute,MS,Applied Mathematics,科学学院,,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms-applied-mathematics,,
Rensselaer Polytechnic Institute,MS,Applied Mathematics,科学学院,,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/mathematical-sciences/programs/graduate/ms-applied-mathematics,,
Michigan State University,PHD,"Computational Mathematics, Science and Engineering - ",工程学院,,https://cmse.msu.edu/Academics/grad_program/phd/how_to_apply/index.aspx,https://cmse.msu.edu/Academics/grad_program/phd/index.aspx,,
Michigan State University,PHD,"Computational Mathematics, Science and Engineering - ",工程学院,,https://cmse.msu.edu/Academics/grad_program/phd/how_to_apply/index.aspx,https://cmse.msu.edu/Academics/grad_program/phd/index.aspx,,
Michigan State University,MS,"Computational Mathematics, Science and Engineering - ",工程学院,,,https://cmse.msu.edu/Academics/grad_program/master_degree.aspx,,
Michigan State University,MS,"Computational Mathematics, Science and Engineering - ",工程学院,,,https://cmse.msu.edu/Academics/grad_program/master_degree.aspx,,
Michigan State University,PHD,Mathematics - ,自然科学学院,,https://math.msu.edu/Graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,,
Michigan State University,PHD,Applied Mathematics - ,自然科学学院,,https://math.msu.edu/Graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,,
Michigan State University,MS,Industrial Mathematics ,自然科学学院,,https://math.msu.edu/MSIM/admission_requirements.aspx,https://math.msu.edu/MSIM/index.aspx,,
Michigan State University,MS,Mathematics ,自然科学学院,,https://math.msu.edu/graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,,
Michigan State University,MS,Applied Mathematics ,自然科学学院,,https://math.msu.edu/graduate/apply.aspx,https://math.msu.edu/Graduate/index.aspx,,
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,,
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,,
Santa Clara University,MS,Applied Mathematics in Mathematical Finance,工程学院,,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,,
Santa Clara University,MS,Applied Mathematics,工程学院,,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,,
Santa Clara University,MS,Applied Mathematics,工程学院,,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,,
Santa Clara University,MS,Applied Mathematics,工程学院,,https://www.scu.edu/engineering/graduate/apply-here/,https://www.scu.edu/engineering/academic-programs/department-of-applied-mathematics/graduate/,,
"University of Massachusetts, Amherst",MS,Applied Mathematics,自然科学学院,,https://www.umass.edu/mathematics-statistics/academics/graduate/applied-ms#applications-and-admissions,https://www.umass.edu/mathematics-statistics/academics/graduate/applied-ms,,
"University of Massachusetts, Amherst",PHD,Mathematics,自然科学学院,,https://www.umass.edu/mathematics-statistics/academics/graduate/how-to-apply,https://www.umass.edu/mathematics-statistics/academics/graduate,,
University of Miami,PHD,Mathematics,文理学院,,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,,
University of Miami,MS,Mathematics,文理学院,,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,,
University of Miami,MAT,Mathematics,文理学院,,https://mathematics.miami.edu/grad/application/index.html,https://mathematics.miami.edu/grad/program-requirements/index.html,,
University of Pittsburgh,PHD,Mathematics,文理研究生院,,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,,
University of Pittsburgh,MA,Mathematics,文理研究生院,,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,,
University of Pittsburgh,MS,Mathematics,文理研究生院,,https://www.mathematics.pitt.edu/graduate/admissions-and-financial-aid,https://www.mathematics.pitt.edu/graduate/graduate-degree-programs,,
George Washington University,PHD,Mathematics,文理学院,,https://bulletin.gwu.edu/arts-sciences/mathematics/phd/#admissionstext,https://math.columbian.gwu.edu/phd-mathematics,,
George Washington University,MA,Mathematics ,文理学院,,https://bulletin.gwu.edu/arts-sciences/mathematics/ma/#admissionstext,https://math.columbian.gwu.edu/ma-mathematics,,
George Washington University,MS,Applied Mathematics ,文理学院,,https://bulletin.gwu.edu/arts-sciences/mathematics/ms/#admissionstext,https://math.columbian.gwu.edu/ms-applied-mathematics,,
Villanova University,MA,Master of Arts in Mathematics,文理学院,,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,,
Villanova University,MA,Master of Arts in Mathematics,文理学院,,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,,
Villanova University,MA,Mathematics,文理学院,,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/mathematics.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ma-mathematics.html,,
Syracuse University,MS,Mathematics M.S.,文理学院,,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/faq/,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/,,
Syracuse University,PHD,Mathematics Ph.D.,文理学院,,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/faq/,https://artsandsciences.syracuse.edu/mathematics/graduate-studies/,,
Tulane University,MS,Mathematics  ,理工学院,,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,,
Tulane University,MS,Mathematics  ,理工学院,,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,,
Tulane University,PhD,Mathematics  ,理工学院,,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,,
Tulane University,PhD,Mathematics  ,理工学院,,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,,
Tulane University,MS,Applied Mathematics  ,理工学院,,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,,
Tulane University,MS,Applied Mathematics  ,理工学院,,https://sse.tulane.edu/math/academics/graduate/admissions,https://sse.tulane.edu/math/academics/graduate/programs,,
"Binghamton University, SUNY",PHD,Mathematical Sciences (PHD),文理学院,,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,,
"Binghamton University, SUNY",PHD,Mathematical Sciences (PHD),文理学院,,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,,
"Binghamton University, SUNY",MA,Mathematical Sciences (MA),文理学院,,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,,
"Binghamton University, SUNY",MA,Mathematical Sciences (MA),文理学院,,https://www.binghamton.edu/apps/academics/program/gd/mathematical-sciences,https://www.binghamton.edu/math/graduate/,,
"Indiana University, Bloomington",Ph.D.,Mathematical Physics (Physics),文理学院,,https://physics.indiana.edu/graduate/how-to-apply/index.html,https://physics.indiana.edu/graduate/doctoral-degrees/index.html,,
"Indiana University, Bloomington",M.A.,Mathematics,文理学院,,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html,,
"Indiana University, Bloomington",Ph.D.,Mathematics,文理学院,,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html,,
"Indiana University, Bloomington",Ph.D.,Mathematical Physics (Mathematics),文理学院,,https://math.indiana.edu/graduate/how-to-apply/index.html,https://math.indiana.edu/graduate/index.html,,
"University of California, Riverside",MA,Mathematics ,自然与农业科学学院,,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students,,
"University of California, Riverside",MS,Mathematics ,自然与农业科学学院,,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students,,
"University of California, Riverside",MS, Applied Mathematics,自然与农业科学学院,,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students,,
"University of California, Riverside",PHD,Mathematics ,自然与农业科学学院,,https://mathdept.ucr.edu/application-tips,https://mathdept.ucr.edu/prospective-graduate-students,,
Colorado School of Mines,MS, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（非论文）,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,MS, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（论文）,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,MS, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS（论文）,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,PHD, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,PHD, Applied Mathematics and Statistics—COMPUTATIONAL AND APPLIED MATHEMATICS,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,MS, Applied Mathematics and Statistics—STATISTICS（非论文）,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,MS, Applied Mathematics and Statistics—STATISTICS（论文）,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,MS, Applied Mathematics and Statistics—STATISTICS（论文）,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,PHD, Applied Mathematics and Statistics—STATISTICS,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,PHD, Applied Mathematics and Statistics—STATISTICS,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
Colorado School of Mines,MS, Applied Mathematics and Statistics—DATA SCIENCE（非论文）,应用数学和统计学系,,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,,
"University at Buffalo, SUNY",MS,Natural Science-Interdisciplinary MS,文理学院,,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/graduate-interdisciplinary/admissions.html,https://arts-sciences.buffalo.edu/college/departments-and-programs/social-sciences/graduate-interdisciplinary/degree-options/natural-sciences-mathematics.html,,
"University at Buffalo, SUNY",MA,Mathematics MA,文理学院,,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/master-program.html,,
"University at Buffalo, SUNY",MA,Mathematics MA,文理学院,,https://www.buffalo.edu/cas/math/grad/grad-admissions.html,https://www.buffalo.edu/cas/math/grad/master-program.html,,
