大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,招生网址,专业网址,所属院系网址,专业类别
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,The Grainger College of Engineering,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,https://grainger.illinois.edu,
"University of Illinois, Urbana-Champaign",MS,Data Science + CEE M.S.,工程学院,The Grainger College of Engineering,https://cee.illinois.edu/admissions/graduate/admission-requirements-and-process,https://cee.illinois.edu/academics/graduate-programs/ms-degree-and-curriculum,https://grainger.illinois.edu,
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,The Grainger College of Engineering,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,https://grainger.illinois.edu,
"University of Illinois, Urbana-Champaign",MS,MS in Industrial Engineering with the Advanced Analytics Concentration,工程学院,The Grainger College of Engineering,https://ise.illinois.edu/graduate/admissions/international-applicants,https://ise.illinois.edu/graduate/degrees-and-programs/advanced-analytics-concentration,https://grainger.illinois.edu,
"University of Illinois, Urbana-Champaign",,Data Science & Engineering (DSE),工程学院,The Grainger College of Engineering,,https://cse.illinois.edu/cse-educational-programs/dse-graduate-concentration/,https://grainger.illinois.edu,
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,School of Information Sciences,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,https://ischool.illinois.edu,
"University of Illinois, Urbana-Champaign",MS,MS in Information Management,信息科学学院,School of Information Sciences,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management/apply,https://ischool.illinois.edu/degrees-programs/graduate/ms-information-management,https://ischool.illinois.edu,
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,College of Liberal Arts & Sciences,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,https://las.illinois.edu,
"University of Illinois, Urbana-Champaign",MS,statistics-analytics,文理学院,College of Liberal Arts & Sciences,https://stat.illinois.edu/admissions/prospective-graduate-students/application-requirements,https://stat.illinois.edu/academics/graduate-programs/ms-statistics-analytics,https://las.illinois.edu,
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,Woods College of Advancing Studies,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/,
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,Woods College of Advancing Studies,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/,
Boston College,MS,Master of Science (M.S.) in Applied Analytics,高级研究学院,Woods College of Advancing Studies,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/content/bc-web/schools/wcas/graduate/masters-programs/ms-applied-analytics.html,https://www.bc.edu/bc-web/schools/wcas.html,
University of Washington,MS,Data Science - Interdisciplinary Group (MS in Data Science) ,文理学院,UW Graduate School,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-R-DATA-00-26,https://www.washington.edu/datasciencemasters/,https://grad.uw.edu,
University of Washington,PHD,Mathematics (PhD) —Data Science Option,文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-MATH-00-30,https://math.washington.edu/graduate-program,https://artsci.washington.edu/,
University of Washington,PHD,Statistics (PhD)：ADVANCED DATA SCIENCE (ADS) TRACK,文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,https://artsci.washington.edu,
University of Washington,PHD,Statistics (PhD)-Machine Learning and Big Data,文理学院,Department of Statistics,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-00-30,https://stat.uw.edu/academics/graduate/programs/phd,https://stat.uw.edu/,
University of Washington,MS,Statistics - (MS - Advanced Methods & Data Analysis - Fulltime) ,文理学院,College of Arts & Sciences,https://apply.grad.uw.edu/portal/prog_detail_find_a_program?progid=0-C-STAT-20-25,https://stat.uw.edu/academics/graduate/programs/fulltimemasters,https://artsci.washington.edu,
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,Rutgers Business School,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,https://www.business.rutgers.edu,
"Rutgers University, New Brunswick",M.S.,MS in Information Technology and Analytics,商学院,Rutgers Business School,https://www.business.rutgers.edu/masters-information-technology-analytics/admissions,https://www.business.rutgers.edu/masters-information-technology-analytics,https://www.business.rutgers.edu,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,School of Communication and Information,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,https://comminfo.rutgers.edu,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,School of Communication and Information,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,https://comminfo.rutgers.edu,
"Rutgers University, New Brunswick",MI,Master of Information,传播与信息学院,School of Communication and Information,https://comminfo.rutgers.edu/graduate-programs/master-information/mi-admission,https://comminfo.rutgers.edu/graduate-programs/master-information,https://comminfo.rutgers.edu,
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,School of Arts and Sciences,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,https://sas.rutgers.edu/,
"Rutgers University, New Brunswick",MS,Data Science  ,文理学院,School of Arts and Sciences,https://msds-stat.rutgers.edu/msds-admissions/msds-adminfo2,https://msds-stat.rutgers.edu/,https://sas.rutgers.edu/,
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,Rutgers School of Graduate Studies,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG8QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,https://grad.rutgers.edu,
"Rutgers University, New Brunswick",MBS,Business and Science - Computer and Information Sciences,文理学院,Rutgers School of Graduate Studies,https://grad.admissions.rutgers.edu/GraduateProgram/Detail.aspx?id=a501U0000004gG9QAI,https://mbs.rutgers.edu/personhybrid-mbs-concentrations,https://grad.rutgers.edu/,
Tufts University,MS,Data Analytics ,文理学院,Graduate School of Arts and Sciences and the School of Engineering,https://asegrad.tufts.edu/program/data-analytics-masters,https://as.tufts.edu/dataanalytics/academics/masters-program,https://asegrad.tufts.edu/,
Tufts University,MS,Data Science ,工程学院,School of Engineering,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,https://engineering.tufts.edu,
Tufts University,MS,Data Science ,工程学院,School of Engineering,https://asegrad.tufts.edu/program/data-science-masters,https://engineering.tufts.edu/datascience/academics/ms-data-science,https://engineering.tufts.edu,
Boston University,MS,Computer Science ：data-centric computing.,艺术与科学学院,Graduate School of Arts & Sciences,https://www.bu.edu/cs/masters/admissions/,https://www.bu.edu/cs/masters/program/cs/,https://www.bu.edu/academics/grs/,
Boston University,MS, Master of Science in Statistical Practice,艺术与科学学院,Graduate School of Arts & Sciences,https://www.bu.edu/mssp/admission/,https://www.bu.edu/mssp/,https://www.bu.edu/cas/,
Boston University,MS,Data Analytics,工程学院,College of Engineering,https://www.bu.edu/eng/admissions/graduate/graduate-admissions/application-deadlines-requirements/,https://www.bu.edu/eng/academics/explore-degree-programs/masters-degree-specializations/,https://www.bu.edu/eng/,
Boston University,PHD, PhD program in Computing & Data Sciences,计算与数据科学学院,Faculty of Computing & Data Sciences,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/,https://www.bu.edu/cds-faculty/,
Boston University,M.S.,MS in Data Science (MSDS),计算与数据科学学院,Faculty of Computing & Data Sciences,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/msds-admissions-requirements/,https://www.bu.edu/cds-faculty/programs-admissions/ms-data-science/,https://www.bu.edu/cds-faculty/,
Boston University,MS,MS in Applied Data Analytics,Metropolitan College,Boston University Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,https://www.bu.edu/met/,
Boston University,MS,"MS in Computer Information Systems, Data Analytics Concentration",Metropolitan College,Boston University Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-data-analytics/,https://www.bu.edu/met/,
Boston University,MS,"MS in Computer Information Systems, Database Management & Business Intelligence Concentration",Metropolitan College,Boston University Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-database-management-business-intelligence/,https://www.bu.edu/met/,
Boston University,MS,"MS in Computer Science, Data Analytics Concentration",Metropolitan College,Boston University Metropolitan College,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-science-data-analytics/,https://www.bu.edu/met/,
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,College of Engineering,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,https://engineering.osu.edu,
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,College of Engineering,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,https://engineering.osu.edu,
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,College of Engineering,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,https://engineering.osu.edu,
"University of Maryland, College Park",MPS,Data Science ,计算机、数学与自然科学学院,College of Computer,https://gradschool.umd.edu/computermathematicalnatural-sciences/sads,https://cmns.umd.edu/graduate/science-academy/data-science/masters,https://cmns.umd.edu,
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,College of Engineering,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,https://engineering.tamu.edu,
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,College of Engineering,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,https://engineering.tamu.edu,
"Texas A&M University, College Station",MS,MS IN STATISTICAL DATA SCIENCE,文理学院,College of Arts & Sciences,https://stat.tamu.edu/ms-statistics/statistics-ms-admissions/,https://artsci.tamu.edu/statistics/academics/graduate/index.html,https://artsci.tamu.edu,
"Texas A&M University, College Station",MS,Master of Science in Data Science,文理学院,Texas A&M Institute of Data Science,https://tamids.tamu.edu/academic-degrees/msds/admission-and-tuition/,https://tamids.tamu.edu/academic-degrees/msds/,https://tamids.tamu.edu,
Virginia Tech,MS,ata Analysis + Applied Statistics,理学院,College of Science,https://www.stat.vt.edu/academics/graduate/graduate-admissions.html,https://www.stat.vt.edu/academics/graduate/daas-blacksburg.html,https://www.science.vt.edu,
Lehigh University,MS,"M.S., Data Science",工程与应用科学学院,P.C. Rossin College of Engineering & Applied Science,https://engineering.lehigh.edu/datascience/academics/admissions-ms-data-science-program,https://engineering.lehigh.edu/datascience/academics/masters-science,https://engineering.lehigh.edu,
University of Rochester,MS,Data Science,文理学院,Goergen Institute for Data Science and Artificial Intelligence,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms.html,https://www.sas.rochester.edu/dsc/,
University of Rochester,MS,MS in Data Science—Genomics Track,文理学院,Goergen Institute for Data Science and Artificial Intelligence,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms-genomics.html,https://www.sas.rochester.edu/dsc/,
University of Georgia,MS,MS in Data Science,文理学院,School of Computing,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,https://www.cs.uga.edu/,
University of Georgia,MS,MS in Data Science,文理学院,School of Computing,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,https://www.cs.uga.edu,
University of Georgia,MS,MS in Data Science,文理学院,Franklin College of Arts and Sciences,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,https://www.franklin.uga.edu,
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,https://www.khoury.northeastern.edu/,
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,https://www.khoury.northeastern.edu/,
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,https://www.khoury.northeastern.edu,
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,https://www.khoury.northeastern.edu,
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,https://coe.northeastern.edu,
Northeastern University（Boston）,MS,Master of Science in Data Analytics Engineering,工程学院,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://mie.northeastern.edu/academics/graduate-studies/ms-daae/,https://coe.northeastern.edu,
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,https://coe.northeastern.edu,
Northeastern University（Boston）,MS,Master of Science in Data Architecture and Management,工程学院,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://coe.northeastern.edu/academics-experiential-learning/academic-departments/mgen/ms-daam/,https://coe.northeastern.edu,
Northeastern University（Boston）,MS,Applied Math,科学学院,College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,https://cos.northeastern.edu,
Northeastern University（Boston）,MS,Applied Math,科学学院,Northeastern University College of Science,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/,https://cos.northeastern.edu,
Northeastern University（Boston）,MPS,Analytics — Boston,专业研究学院,Northeastern University College of Professional Studies,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-boston/,https://cps.northeastern.edu,
Northeastern University ,MS,Master of Professional Studies in Analytics,东北大学（弗吉尼亚州阿灵顿）,College of Professional Studies,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://arlington.northeastern.edu/programs/analytics/,https://cps.northeastern.edu,
Northeastern University ,MPS,Analytics — Oakland,东北大学（奥克兰校区）,College of Professional Studies,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://oakland.northeastern.edu/programs/master-of-professional-studies-in-analytics/,https://cps.northeastern.edu,
Northeastern University ,MPS,Analytics — Portland,东北大学（波特兰校区）,The Roux Institute,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://roux.northeastern.edu/programs/master-of-professional-studies-in-analytics-portland-2/,https://roux.northeastern.edu,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（波特兰校区）,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,https://www.khoury.northeastern.edu,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（波特兰校区）,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-align-portland/,https://www.khoury.northeastern.edu,
Northeastern University ,MS,DATA SCIENCE,东北大学（波特兰校区）,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,https://www.khoury.northeastern.edu,
Northeastern University ,MS,DATA SCIENCE,东北大学（波特兰校区）,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/masters-apply/,https://roux.northeastern.edu/programs/master-of-science-in-data-science-portland/,https://www.khoury.northeastern.edu,
Northeastern University ,MS,Analytics — Silicon Valley,东北大学（硅谷校区）,College of Professional Studies,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://siliconvalley.northeastern.edu/academic_program/master-professional-studies-analytics/,https://cps.northeastern.edu,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（硅谷校区）,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,https://www.khoury.northeastern.edu/,
Northeastern University ,MS,Align DATA SCIENCE,东北大学（硅谷校区）,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://siliconvalley.northeastern.edu/academic_program/align-masters-of-science-in-data-science/,https://www.khoury.northeastern.edu,
Northeastern University ,MS,DATA SCIENCE,东北大学（硅谷校区）,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,https://www.khoury.northeastern.edu,
Northeastern University ,MS,DATA SCIENCE,东北大学（硅谷校区）,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/apply/masters-apply/,https://siliconvalley.northeastern.edu/academic_program/masters-of-science-in-data-science/,https://www.khoury.northeastern.edu/,
Northeastern University ,MS,Analytics  ,东北大学（西雅图校区）,College of Professional Studies,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://cps.northeastern.edu/program/master-of-professional-studies-in-analytics-silicon-valley/,https://cps.northeastern.edu,
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,https://coe.northeastern.edu,
Northeastern University ,MS,Master of Science in Data Analytics Engineering,东北大学（西雅图校区）,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering-2/,https://coe.northeastern.edu,
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,https://coe.northeastern.edu/,
Northeastern University ,MS,Master of Science in Data Architecture and Management,东北大学（西雅图校区）,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://seattle.northeastern.edu/academic_program/master-of-science-in-data-architecture-and-management/,https://coe.northeastern.edu,
Northeastern University ,MS,Analytics ,东北大学（西雅图校区）,College of Professional Studies,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://seattle.northeastern.edu/academic_program/master-professional-studies-analytics/,https://cps.northeastern.edu,
Northeastern University（Toronto）,MS,Analytics — Toronto,东北大学（加拿大多伦多校区）,College of Professional Studies,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://toronto.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,https://cps.northeastern.edu,
Northeastern University（Vancouver）,MS,Analytics — Vancouver,东北大学（加拿大温哥华校区）,College of Professional Studies,https://cps.northeastern.edu/admissions-aid/international-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-professional-studies-in-analytics/,https://cps.northeastern.edu,
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,https://coe.northeastern.edu,
Northeastern University（Vancouver）,MS,Master of Science in Data Analytics Engineering,东北大学（加拿大温哥华校区）,College of Engineering,https://coe.northeastern.edu/academics-experiential-learning/graduate-school-of-engineering/graduate-admissions/,https://vancouver.northeastern.edu/academic_program/master-of-science-in-data-analytics-engineering/,https://coe.northeastern.edu,
Northeastern University（Boston）,硕士预科项目,Analytics（College of Professional Studies）,Global Pathways项目,College of Professional Studies,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/analytics/,https://cps.northeastern.edu,
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,College of Engineering,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,https://coe.northeastern.edu,
Northeastern University（Boston）,硕士预科项目,Data Analytics Engineering（College of Engineering）,Global Pathways项目,College of Engineering,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-analytics-engineering/,https://coe.northeastern.edu,
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,College of Professional Studies,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,https://cps.northeastern.edu,
Northeastern University（Boston）,硕士预科项目,Data Architecture and Management（College of Engineering）,Global Pathways项目,College of Professional Studies,https://international.northeastern.edu/global-pathways/how-to-apply/,https://international.northeastern.edu/global-pathways/program/data-architecture-and-management/,https://cps.northeastern.edu/,
Florida State University,PHD,Data Science,文理学院,College of Arts and Sciences,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,https://artsandsciences.fsu.edu,
Florida State University,MS,Data Science,文理学院,College of Arts and Sciences,https://www.math.fsu.edu/apply/,https://www.math.fsu.edu/graduate-general-info/,https://artsandsciences.fsu.edu/,
Florida State University,MS,Statistical Data Science ,文理学院,College of Arts and Sciences,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,https://artsandsciences.fsu.edu,
Florida State University,MS,Statistical Data Science ,文理学院,College of Arts and Sciences,https://stat.fsu.edu/graduate-program/admissions,https://stat.fsu.edu/graduate-program/master-science-degree,https://artsandsciences.fsu.edu,
"University of Minnesota, Twin Cities",MS,Data Science M.S.,理工学院,College of Science and Engineering,https://cse.umn.edu/datascience/graduate-admission-requirements,https://cse.umn.edu/datascience/masters,https://cse.umn.edu,
"University of Minnesota, Twin Cities",MS,M.S. in Data Science in Operations Research,理工学院,College of Science and Engineering,https://cse.umn.edu/isye/apply-ms-data-science-operations-research-program,https://cse.umn.edu/isye/ms-data-science-operations-research,https://cse.umn.edu,
"University of Minnesota, Twin Cities",MS,M.S. in Industrial and Systems Engineering (Analytics Track),理工学院,College of Science and Engineering,https://cse.umn.edu/isye/apply-ms-analytics,https://cse.umn.edu/isye/analytics,https://cse.umn.edu,
"University of Minnesota, Twin Cities",MS,MS Mathematics: Data Science,理工学院,College of Science and Engineering,https://cse.umn.edu/math/masters-admissions,https://cse.umn.edu/math/masters-programs,https://cse.umn.edu,
College of William & Mary,MS,Applied Science—Data Science,文理学院,Arts & Sciences,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/as/,
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,Arts & Sciences,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/as/,
College of William & Mary,MS,Applied Science—Data Science,文理学院,Arts & Sciences,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/as/,
College of William & Mary,Ph.D,Applied Science—Data Science,文理学院,Arts & Sciences,https://www.wm.edu/as/appliedscience/graduateprogram/admission/,https://www.wm.edu/as/appliedscience/graduateprogram/,https://www.wm.edu/as/,
University of Connecticut,M.S.,Data Science,文理学院,The Graduate School,https://masters.datascience.uconn.edu/apply/,https://masters.datascience.uconn.edu/on-campus-masters-in-data-science/,https://grad.uconn.edu,
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/ceas/,
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ceas/,
"Stony Brook University, SUNY",MS,"Data Science 
",工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/ceas/,
"Stony Brook University, SUNY",PHD,"Data Science 
",工程与应用科学学院,College of Engineering and Applied Sciences,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/commcms/ams/graduate/_datascience.php,https://www.stonybrook.edu/ceas/,
"North Carolina State University, Raleigh",MCS, Computer Science- Data Science,工程学院,College of Engineering,https://www.csc.ncsu.edu/academics/graduate/procedure.php,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,https://www.engr.ncsu.edu/,
"North Carolina State University, Raleigh",MS,Advanced Analytics,研究生院,Institute for Advanced Analytics,https://analytics.ncsu.edu/?page_id=13892,https://analytics.ncsu.edu/,https://analytics.ncsu.edu/,
"Pennsylvania State University, University Park",MS,Informatics(Data Sciences),信息科学与技术学院,College of Information Sciences and Technology,https://ist.psu.edu/prospective/graduate/application/ms,https://ist.psu.edu/prospective/graduate/ms-informatics,https://ist.psu.edu,
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,School of Science,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,https://science.rpi.edu,
Rensselaer Polytechnic Institute,MS,Information Technology,科学学院,School of Science,https://admissions.rpi.edu/graduate/masters-and-phd-applicants,https://science.rpi.edu/itws/programs/graduate/ms,https://science.rpi.edu,
